UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,SESFlagNumber,Status,ExecutiveName,ExecutiveTitle,ExecutiveTier,Organization,FlagType,Quantity,DODAAC,UIC,ShipToAddress,Justification,EnteredDate,EnteredBy,ApprovalDate,ApprovedBy,ReturnReason,VendorKey,ReleasedDate,DocReaders,DocAuthors,StatusInquiryKey
D7238CF7DE92BC246745A2317A2C37FA,3C6A,,12/16/2019 13:58:00,02/04/2020 13:58:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,SF50_0011.pdf,SES-2019-0011,Complete,Darnell Underhill-Voss,Chief of Staff,Tier 1,Program Executive Office Ground Combat Systems,SES Desk Flag Set,1,WYEX1M,WN6YE0,"3rd Combat Aviation Brigade, Bldg 3426, Hunter Army Airfield, GA",Change of duty station,12/16/2019,CN=Matthew Galbreath/OU=Units/O=Army,12/30/2019 13:58:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,7GRN1,12/31/2019 13:58:00,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Matthew Galbreath/OU=Units/O=Army,[TACOM];[SESApprover],SES-2019-0011|WYEX1M|WN6YE0
D7DABD4772B97391183EE698D561AF34,3C6E,,06/23/2026 14:56:34,06/23/2026 14:56:34,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,SES-2026-0012,Submitted,Mildred Vandermolen,Chief of Staff,Tier 2,Program Executive Office Ground Combat Systems,SES Positional Color (Indoor),1,WTM604,W85WKA,"U.S. Army Training and Doctrine Command, Bldg 8505, Fort Eustis, VA",Change of duty station,06/23/2026,CN=Amanda Fairweather/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Amanda Fairweather/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0012|WTM604|W85WKA
611807362A531EB0B5D76900913FE1FE,3C72,,11/12/2007 10:09:29,12/13/2007 10:09:29,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SES-2007-0013,Complete,Donna Drakeford,Deputy to the Commanding General,Tier 1,Army Materiel Command G-3/4,SES Automobile Flag,1,WWDD01,WVF4GA,"16th Military Police Brigade (Airborne), Bldg 3516, Fort Bragg, NC",New SES appointment,11/12/2007,CN=Brian Vandermolen/OU=Units/O=Army,11/23/2007 10:09:29,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,7GRN1,11/26/2007 10:09:29,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Brian Vandermolen/OU=Units/O=Army,[TACOM];[SESApprover],SES-2007-0013|WWDD01|WVF4GA
74DC427A51E506D0D4416E788BDFD7E5,3C76,,09/10/2014 08:45:26,10/28/2014 08:45:26,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,SF50_0014.pdf,SES-2014-0014,Complete,Linda Jankowitz,Deputy to the Commanding General,Tier 2,Army Sustainment Command,SES Desk Flag Set,1,WN4V1D,WW92EA,"34th Infantry Division (Minnesota Army National Guard), Bldg 8170, Rosemount, MN",Tier promotion,09/10/2014,CN=Anthony Vanterpool/OU=Units/O=Army,09/15/2014 08:45:26,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,09/25/2014 08:45:26,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Anthony Vanterpool/OU=Units/O=Army,[TACOM];[SESApprover],SES-2014-0014|WN4V1D|WW92EA
6D0EEA79C60BA31FAD4891FEE202152E,3C7A,,12/29/2025 12:36:14,12/29/2025 12:36:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SES-2025-0015,Submitted,Mary Izquierdo,Deputy to the Commanding General,Tier 3,Army Materiel Command G-3/4,SES Automobile Flag,1,W4MCNQ,WAVYC0,"7th Special Forces Group (Airborne), Bldg 591, Eglin Air Force Base, FL",Replacement - unserviceable,12/29/2025,CN=Linda Ellsworthy/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Linda Ellsworthy/OU=Units/O=Army,[TACOM];[SESApprover],SES-2025-0015|W4MCNQ|WAVYC0
B9553956E8E575988457AE761A121364,3C7E,,09/10/2012 09:45:47,09/10/2012 09:45:47,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SES-2012-0016,Cancelled,Harold Stroudmoor,Principal Deputy,Tier 3,U.S. Army Corps of Engineers Headquarters,SES Automobile Flag,1,WCTFKA,W4W4FA,"1st Battalion, 75th Ranger Regiment, Bldg 9308, Hunter Army Airfield, GA",Tier promotion,09/10/2012,CN=Robert Mackelvane/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Robert Mackelvane/OU=Units/O=Army,[TACOM];[SESApprover],SES-2012-0016|WCTFKA|W4W4FA
AAD80AAB0697FB165E392483F3F25EE5,3C82,,09/03/2025 14:48:58,09/15/2025 14:48:58,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SES-2025-0017,Released to Vendor,Carlos Rockwell-Sayre,"Director, Integrated Logistics Support Center",Tier 2,Army Test and Evaluation Command,SES Positional Color (Outdoor),1,WZSV83,WDSVTA,"U.S. Army Cyber Command, Bldg 8155, Fort Gordon, GA",Tier promotion,09/03/2025,CN=Matthew Ingersby/OU=Units/O=Army,09/08/2025 14:48:58,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,09/15/2025 14:48:58,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Matthew Ingersby/OU=Units/O=Army,[TACOM];[SESApprover],SES-2025-0017|WZSV83|WDSVTA
F9DC0AE21B0CEFCD8F02954C36D7385E,3C86,,07/04/2017 08:22:50,09/04/2017 08:22:50,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SES-2017-0018,Complete,Evelyn Vosburgh,Principal Deputy,Tier 2,Army Contracting Command,SES Positional Color (Indoor),2,W6AB4P,WJPGUA,"1st Theater Sustainment Command, Bldg 6349, Fort Knox, KY",Change of duty station,07/04/2017,CN=Christopher Wickersham/OU=Units/O=Army,07/22/2017 08:22:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,1CLR7,08/01/2017 08:22:50,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Christopher Wickersham/OU=Units/O=Army,[TACOM];[SESApprover],SES-2017-0018|W6AB4P|WJPGUA
0D24C6E9EA0CD3430B5D1853EC2ED857,3C8A,,03/23/2026 08:28:17,03/23/2026 08:28:17,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SES-2026-0019,Draft,Helen Zellinger,"Director, Integrated Logistics Support Center",Tier 3,Army Materiel Command G-3/4,SES Positional Color (Outdoor),1,WVUEL3,WJEAVA,"40th Infantry Division (California Army National Guard), Bldg 551, Los Alamitos, CA",Change of duty station,03/23/2026,CN=Richard Isherwood/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Richard Isherwood/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0019|WVUEL3|WJEAVA
C68A248DED252FAF77C2E2CA78B352EB,3C8E,,01/07/2010 11:24:13,02/08/2010 11:24:13,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,SES-2010-0020,Complete,Eugene Stroudmoor,"Director, Integrated Logistics Support Center",Tier 2,Army Futures Command,SES Positional Color (Indoor),1,W0RGNQ,W7PPGA,"7th Signal Command (Theater), Bldg 7647, Fort Gordon, GA",Ceremony,01/07/2010,CN=Hector Mackelvane/OU=Units/O=Army,01/18/2010 11:24:13,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,9CST0,01/25/2010 11:24:13,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Hector Mackelvane/OU=Units/O=Army,[TACOM];[SESApprover],SES-2010-0020|W0RGNQ|W7PPGA
CC131324F4901FCFE1F368BFF7169637,3C92,,11/10/2025 13:13:38,11/10/2025 13:13:38,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SES-2025-0021,Returned,Thomas Mackelvane,Chief of Staff,Tier 2,Program Executive Office Ground Combat Systems,Replacement Fringe/Cord,1,WVLFGZ,WEKP2A,"Intelligence Center of Excellence, Bldg 8068, Fort Huachuca, AZ",Tier promotion,11/10/2025,CN=Sandra Jarvinen-Roe/OU=Units/O=Army,,,SF-50 / appointment memo not attached,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Sandra Jarvinen-Roe/OU=Units/O=Army,[TACOM];[SESApprover],SES-2025-0021|WVLFGZ|WEKP2A
70C1B6D3D18A377DD15C3ECDEC3F8DB2,3C96,,09/08/2025 11:40:55,09/08/2025 11:40:55,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,SES-2025-0022,Submitted,Jennifer Cartlewood,Executive Director,Tier 1,Army Test and Evaluation Command,SES Desk Flag Set,1,WQB1WS,W4LVU0,"41st Field Artillery Brigade, Bldg 2658, Grafenwoehr, DE",Ceremony,09/08/2025,CN=Stephanie Mackelvane/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Stephanie Mackelvane/OU=Units/O=Army,[TACOM];[SESApprover],SES-2025-0022|WQB1WS|W4LVU0
34643C3C478444A9B2FF24785EBE3B76,3C9A,,08/13/2012 16:56:46,08/23/2012 16:56:46,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SES-2012-0023,Shipped,Leonard Oakhurst-Pell,Deputy Program Executive Officer,Tier 1,Program Executive Office Ground Combat Systems,SES Automobile Flag,1,WKCHGR,WBPC9A,"Medical Center of Excellence, Bldg 6760, Joint Base San Antonio-Fort Sam Houston, TX",Change of duty station,08/13/2012,CN=David Hollinbeck/OU=Units/O=Army,08/19/2012 16:56:46,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,9CST0,08/21/2012 16:56:46,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=David Hollinbeck/OU=Units/O=Army,[TACOM];[SESApprover],SES-2012-0023|WKCHGR|WBPC9A
A3F78110EAD6DAF97999C4D3FC144336,3C9E,,03/24/2009 12:55:49,04/29/2009 12:55:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,SF50_0024.pdf,SES-2009-0024,Complete,Sandra Escobedo-Ruiz,Chief of Staff,Tier 3,Program Executive Office Soldier,Replacement Fringe/Cord,1,W33EFJ,WREFYA,"Maneuver Center of Excellence, Bldg 8545, Fort Benning, GA",Tier promotion,03/24/2009,CN=Mary Hollinbeck/OU=Units/O=Army,03/30/2009 12:55:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,04/09/2009 12:55:49,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Mary Hollinbeck/OU=Units/O=Army,[TACOM];[SESApprover],SES-2009-0024|W33EFJ|WREFYA
C7B093EF9504C87FEC2A396F2682D34E,3CA2,,01/16/2006 16:14:50,02/12/2006 16:14:50,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SES-2006-0025,Complete,Nicole Underhill-Voss,Deputy to the Commanding General,Tier 2,Office of the Chief Information Officer/G-6,Replacement Fringe/Cord,1,WVLFGZ,WEKP2A,"Intelligence Center of Excellence, Bldg 4659, Fort Huachuca, AZ",Replacement - unserviceable,01/16/2006,CN=Evelyn Redfearn/OU=Units/O=Army,01/28/2006 16:14:50,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,01/31/2006 16:14:50,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Evelyn Redfearn/OU=Units/O=Army,[TACOM];[SESApprover],SES-2006-0025|WVLFGZ|WEKP2A
E0636F63A0C0524244B7B6CAC5FC0068,3CA6,,01/26/2026 13:47:57,02/13/2026 13:47:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,SF50_0026.pdf,SES-2026-0026,Released to Vendor,Marcus Delgadillo,Principal Deputy,Tier 2,Army Test and Evaluation Command,SES Positional Color (Indoor),1,WQJABD,WBFCGA,"1st Infantry Brigade Combat Team, 11th Airborne Division, Bldg 3233, Fort Wainwright, AK",Replacement - unserviceable,01/26/2026,CN=Carlos Yarrowdale/OU=Units/O=Army,02/06/2026 13:47:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,02/13/2026 13:47:57,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Carlos Yarrowdale/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0026|WQJABD|WBFCGA
9536034B59CD8262502C927D49521FC7,3CAA,,03/24/2026 13:01:08,03/31/2026 13:01:08,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,SF50_0027.pdf,SES-2026-0027,Approved,Michael Rockwell-Sayre,Deputy to the Commanding General,Tier 3,TACOM ILSC,SES Desk Flag Set,1,WH9EE8,WRD9YA,"1st Armored Division Headquarters and Headquarters Battalion, Bldg 1160, Fort Bliss, TX",Change of duty station,03/24/2026,CN=Jennifer Hollinbeck/OU=Units/O=Army,03/31/2026 13:01:08,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Jennifer Hollinbeck/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0027|WH9EE8|WRD9YA
87BA7DA132F94024D90C6EBCC09E33E9,3CAE,,07/20/2026 11:34:38,07/20/2026 11:34:38,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,SES-2026-0028,Returned,Susan Greaves-Tolan,Deputy to the Commanding General,Tier 2,Army Futures Command,SES Positional Color (Indoor),1,WQJABD,WBFCGA,"1st Infantry Brigade Combat Team, 11th Airborne Division, Bldg 905, Fort Wainwright, AK",Change of duty station,07/20/2026,CN=Matthew Ingersby/OU=Units/O=Army,,,SF-50 / appointment memo not attached,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Matthew Ingersby/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0028|WQJABD|WBFCGA
B130B0600E3383D36B7A251E03382B14,3CB2,,02/10/2017 12:02:56,03/16/2017 12:02:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,SF50_0029.pdf,SES-2017-0029,Complete,Amanda Fortenbury,Chief of Staff,Tier 3,Office of the Chief Information Officer/G-6,SES Positional Color (Outdoor),1,W06EHL,W0V2G0,"U.S. Army Materiel Command, Bldg 6457, Redstone Arsenal, AL",Ceremony,02/10/2017,CN=Helen Ostrowski-Lane/OU=Units/O=Army,02/17/2017 12:02:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,9CST0,02/23/2017 12:02:56,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Helen Ostrowski-Lane/OU=Units/O=Army,[TACOM];[SESApprover],SES-2017-0029|W06EHL|W0V2G0
1D6A474A0BB111BB6FA411426C7A3629,3CB6,,06/11/2007 15:06:55,07/16/2007 15:06:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SES-2007-0030,Complete,Ruth Marrowbridge,Deputy Program Executive Officer,Tier 3,Army Test and Evaluation Command,SES Desk Flag Set,2,WEMDTS,WVSGSA,"56th Stryker Brigade Combat Team (Pennsylvania Army National Guard), Bldg 7866, Horsham, PA",Tier promotion,06/11/2007,CN=Angela Stanwycke/OU=Units/O=Army,06/20/2007 15:06:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,7GRN1,06/24/2007 15:06:55,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Angela Stanwycke/OU=Units/O=Army,[TACOM];[SESApprover],SES-2007-0030|WEMDTS|WVSGSA
45C9D8904664DBCF73F8588A30EE0C29,3CBA,,09/03/2021 09:49:52,10/10/2021 09:49:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,SF50_0031.pdf,SES-2021-0031,Complete,Sandra Kestleman,Deputy to the Commanding General,Tier 3,Army Contracting Command,SES Positional Color (Outdoor),1,WTDCN9,W1M090,"63rd Readiness Division (Army Reserve), Bldg 9195, Mountain View, CA",Replacement - unserviceable,09/03/2021,CN=Brandon Wickersham/OU=Units/O=Army,09/18/2021 09:49:52,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,2VLY8,09/20/2021 09:49:52,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Brandon Wickersham/OU=Units/O=Army,[TACOM];[SESApprover],SES-2021-0031|WTDCN9|W1M090
1F06D1627F1D162EF8B6A87538EAAED7,3CBE,,09/10/2012 09:16:56,09/10/2012 09:16:56,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,SF50_0032.pdf,SES-2012-0032,Cancelled,Leonard Ostrowski-Lane,"Director, Integrated Logistics Support Center",Tier 2,"Office of the Deputy Chief of Staff, G-4",SES Positional Color (Indoor),1,WGK2VA,WSV490,"United States Military Academy, Bldg 2783, West Point, NY",New SES appointment,09/10/2012,CN=Gary Greaves-Tolan/OU=Units/O=Army,,,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Gary Greaves-Tolan/OU=Units/O=Army,[TACOM];[SESApprover],SES-2012-0032|WGK2VA|WSV490
EA42B6E2606B71DF3C905211D0A532D5,3CC2,,09/09/2024 16:09:19,10/06/2024 16:09:19,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,SF50_0033.pdf,SES-2024-0033,Complete,Donald Montgomerie,Deputy to the Commanding General,Tier 2,"Office of the Assistant Secretary of the Army (Acquisition, Logistics and Technology)",SES Positional Color (Indoor),1,WLJR6V,WZFPDA,"U.S. Army Communications-Electronics Command, Bldg 6626, Aberdeen Proving Ground, MD",New SES appointment,09/09/2024,CN=Marcus Yeardley/OU=Units/O=Army,09/11/2024 16:09:19,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,9CST0,09/13/2024 16:09:19,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Marcus Yeardley/OU=Units/O=Army,[TACOM];[SESApprover],SES-2024-0033|WLJR6V|WZFPDA
7134B581BF0D4DF1263A0320855BB169,3CC6,,01/06/2026 15:19:30,01/21/2026 15:19:30,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,SF50_0034.pdf,SES-2026-0034,Approved,Harold Montgomerie,Deputy Program Executive Officer,Tier 3,Program Executive Office Ground Combat Systems,SES Positional Color (Indoor),1,WGDZ6P,WHDZFA,"35th Signal Brigade, Bldg 3758, Fort Gordon, GA",Change of duty station,01/06/2026,CN=Sandra Jarvinen-Roe/OU=Units/O=Army,01/21/2026 15:19:30,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;[SESApprover];CN=Sandra Jarvinen-Roe/OU=Units/O=Army,[TACOM];[SESApprover],SES-2026-0034|WGDZ6P|WHDZFA
