UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,CaseNumber,Stage,Source,AuthFileName,AuthFileLine,AuthorizationDate,EnteredDate,EnteredBy,Priority,ServiceNumber,VeteranLastName,VeteranFirstName,VeteranMI,VeteranRank,Branch,ServiceFrom,ServiceTo,Era,Deceased,RequesterKey,RequesterName,Relationship,AssignedCSR,LineCount,EngravingRequired,EngravingDate,EngravingJobNumber,AssemblyDate,QCResult,WarehouseDate,PickBin,ShippedDate,TrackingNumber,ClosedDate,DaysOpen,AgingFlag,HoldReason,StageBeforeHold,ShipToName,ShipToStreet,ShipToCity,ShipToState,ShipToZIP,Remarks,StatusHistory,DocReaders,DocAuthors,LookupKey,DaysInStage,LastModifiedBy,LastModifiedDate,AgingLastEval
13385BA95CBB371A5B287E1235274F0B,446E,,08/30/2010 13:29:57,10/14/2010 03:29:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2010-000013,Closed,HRC,HRC_AWD_20081006_6.txt,236,10/06/2008,08/30/2010,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 17 249 438,Templeton,Harold,,T/4,Regular Army,05/13/1953,05/20/1955,Korea,Yes,RQ002380,Tyler Templeton-Ash,Spouse,CN=Marlene Okafor/OU=CHPSID/O=TACOM,6,Yes,09/06/2010 17:29:57,ENG-2010-00170,09/17/2010 18:29:57,Pass,09/19/2010 21:29:57,D-19-1,09/22/2010 02:29:57,9405 5852 2550 4806 2946 89,10/14/2010 03:29:57,45,,,,Tyler Templeton-Ash,8777 Maple Dr,Trenton,NJ,08667,Congressional interest - Rep. office case #507381,08/30/2010 13:29 | (new) -> Authorized | HRC-Transfer;09/06/2010 17:29 | Authorized -> Engraving | Marlene Okafor;09/17/2010 18:29 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;09/19/2010 21:29 | Assembly/QC -> Warehouse | Ignatius Pardo;09/22/2010 02:29 | Warehouse -> Shipped | Yolanda Strickland-Oby;10/14/2010 03:29 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],TEMPLETON|HAROLD|08667,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10/14/2010 03:29:57,
B51E296085F49D07117A61C9E01FC1E4,448A,,04/24/2023 08:10:38,06/06/2023 23:10:38,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2023-000005,Closed,HRC,HRC_AWD_20081006_6.txt,217,10/06/2008,04/24/2023,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 19 177 778,Xanthopoulos,Jennifer,,MSG,Regular Army,03/04/1949,04/24/1952,Korea,Yes,RQ000878,Angela Xanthopoulos,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,4,Yes,05/02/2023 08:10:38,ENG-2023-00171,05/19/2023 13:10:38,Pass,05/28/2023 15:10:38,B-20-1,05/30/2023 18:10:38,9405 5615 7384 5224 3404 72,06/06/2023 23:10:38,43,,,,Angela Xanthopoulos,7254 Poplar Pl Apt 21D,Charlotte,NC,28243,Congressional interest - Rep. office case #858553,04/24/2023 08:10 | (new) -> Authorized | HRC-Transfer;05/02/2023 08:10 | Authorized -> Engraving | Lorraine Whitcombe;05/19/2023 13:10 | Engraving -> Assembly/QC | Hector Amundsen;05/28/2023 15:10 | Assembly/QC -> Warehouse | Tamsin Greylock;05/30/2023 18:10 | Warehouse -> Shipped | Yolanda Strickland-Oby;06/06/2023 23:10 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],XANTHOPOULOS|JENNIFER|28243,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,06/06/2023 23:10:38,
7652981AE67B4AE56226F2115478239F,449E,,06/11/2025 14:45:19,07/25/2025 23:45:19,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2025-000015,Closed,Congressional,,,06/03/2025,06/11/2025,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,Congressional,***-**-4694,Isherwood,Jamal,L,PVT,Army National Guard,08/23/2004,12/11/2010,Peacetime,No,RQ001627,Brian Isherwood,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,3,No,,,06/14/2025 17:45:19,Pass,06/23/2025 18:45:19,C-18-1,07/01/2025 23:45:19,9405 5603 3367 7200 1788 87,07/25/2025 23:45:19,44,,,,Brian Isherwood,7631 Dogwood Pl,Fargo,ND,58106-4810,NOK provided DD-214 copy.,06/11/2025 14:45 | (new) -> Authorized | Dwayne Petrakis;06/14/2025 17:45 | Authorized -> Assembly/QC | Renata Vasquez-Holm;06/23/2025 18:45 | Assembly/QC -> Warehouse | Tamsin Greylock;07/01/2025 23:45 | Warehouse -> Shipped | Yolanda Strickland-Oby;07/25/2025 23:45 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ISHERWOOD|JAMAL|58106,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,07/25/2025 23:45:19,
B8757920EA2D8BF393EE4D94BBB4C843,44AE,,11/26/2025 16:05:52,01/10/2026 05:05:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000016,Closed,HRC,HRC_AWD_20161031_7.txt,252,10/31/2016,11/26/2025,CN=HRC-Transfer/OU=Agents/O=TACOM,Expedite,RA 10 276 110,Ellingboe,Jose,,PVT,Army Reserve,03/02/1968,09/28/1974,Vietnam,No,RQ000498,Jose Ellingboe,Self,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,Yes,12/05/2025 20:05:52,ENG-2025-00172,12/11/2025 00:05:52,Pass,12/14/2025 01:05:52,E-10-2,12/20/2025 04:05:52,9405 5467 3196 6021 1738 91,01/10/2026 05:05:52,45,,,,Jose Ellingboe,8064 Pershing Ln Apt 39A,San Antonio,TX,78288,Replacement set - originals lost in house fire per requester.,11/26/2025 16:05 | (new) -> Authorized | HRC-Transfer;12/05/2025 20:05 | Authorized -> Engraving | Marlene Okafor;12/11/2025 00:05 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;12/14/2025 01:05 | Assembly/QC -> Warehouse | Ignatius Pardo;12/20/2025 04:05 | Warehouse -> Shipped | Cletus Marchbanks;01/10/2026 05:05 | Shipped -> Closed | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ELLINGBOE|JOSE|78288,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,01/10/2026 05:05:52,
3D0906D35A165FF48A720DEAC14E7EDE,44BA,,10/16/2020 14:55:56,11/11/2020 18:55:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2020-000014,Closed,NPRC,nprc_awd_20100804_b92.dat,304,08/04/2010,10/16/2020,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-9503,Zellinger,Jamal,,SFC,Regular Army,02/13/2008,02/21/2011,Global War on Terrorism,No,RQ001840,Jamal Zellinger,Self,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,2,No,,,10/24/2020 14:55:56,Pass,10/26/2020 14:55:56,F-21-2,10/28/2020 16:55:56,9405 5388 6304 1069 5282 27,11/11/2020 18:55:56,26,,,,Jamal Zellinger,4166 Ridgway Dr,Wilmington,DE,19845,,10/16/2020 14:55 | (new) -> Authorized | HRC-Transfer;10/24/2020 14:55 | Authorized -> Assembly/QC | Ret Hamlin;10/26/2020 14:55 | Assembly/QC -> Warehouse | Ignatius Pardo;10/28/2020 16:55 | Warehouse -> Shipped | Yolanda Strickland-Oby;11/11/2020 18:55 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ZELLINGER|JAMAL|19845,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,11/11/2020 18:55:56,
3853BAFCE1A9C10AC8A5C87BE2605B89,44C6,,08/25/2025 17:58:12,09/12/2025 19:58:12,CN=HAAS-APP01/O=TACOM,,VMA-2025-000017,On Hold,Congressional,,,07/21/2025,08/25/2025,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,Congressional,***-**-5313,Ashcroft,Andre,,SPC,Army Reserve,05/14/2007,06/29/2013,Global War on Terrorism,No,RQ001559,Donald Ashcroft-Mayne,Grandchild,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,2,No,,,08/28/2025 17:58:12,,,,,,,372,Red,Award eligibility query sent to HRC,Assembly/QC,Donald Ashcroft-Mayne,2568 Madison Ln,Trenton,NJ,08664-0908,Requester called to confirm address.,08/25/2025 17:58 | (new) -> Authorized | Dwayne Petrakis;08/28/2025 17:58 | Authorized -> Assembly/QC | Ret Hamlin;09/12/2025 19:58 | Assembly/QC -> On Hold | Ret Hamlin;08/31/2026 02:35 | AgingFlag -> Red (372 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ASHCROFT|ANDRE|08664,354,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/12/2025 19:58:12,09/01/2026 02:30:00
3E5A4200C97053D12D27B36CC74C06AB,44D2,,05/03/2004 09:49:51,06/25/2004 12:49:51,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2004-000011,Closed,Congressional,,,03/29/2004,05/03/2004,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,Congressional,RA 17 808 229,Vandermolen,Dorothy,H,S/SGT,Army of the United States,11/01/1953,06/27/1958,Korea,Yes,RQ000531,Betty Vandermolen,Daughter,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,2,No,,,05/21/2004 10:49:51,Pass,05/31/2004 10:49:51,F-20-4,06/07/2004 10:49:51,9405 5154 1308 4143 2333 58,06/25/2004 12:49:51,53,,,,Betty Vandermolen,1514 Chestnut Pl,Fargo,ND,58146,Congressional interest - Rep. office case #243957,05/03/2004 09:49 | (new) -> Authorized | Renata Vasquez-Holm;05/21/2004 10:49 | Authorized -> Assembly/QC | Lorraine Whitcombe;05/31/2004 10:49 | Assembly/QC -> Warehouse | Ignatius Pardo;06/07/2004 10:49 | Warehouse -> Shipped | Yolanda Strickland-Oby;06/25/2004 12:49 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],VANDERMOLEN|DOROTHY|58146,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,06/25/2004 12:49:51,
ABACDE9F2D14A4E51DCB2A5AB007FDA9,44DE,,10/16/2008 17:52:01,12/06/2008 03:52:01,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2008-000008,Closed,Manual,,,10/11/2008,10/16/2008,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,Expedite,***-**-8279,Castellanos,Joshua,,PV2,Regular Army,05/21/1982,11/18/1990,Cold War,No,RQ000372,Joshua Castellanos,Self,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,5,No,,,10/31/2008 19:52:01,Pass,11/04/2008 23:52:01,B-13-1,11/13/2008 02:52:01,9405 5376 3766 2610 7277 78,12/06/2008 03:52:01,51,,,,Joshua Castellanos,7148 Sycamore St,Knoxville,TN,37978-9620,,10/16/2008 17:52 | (new) -> Authorized | Renata Vasquez-Holm;10/31/2008 19:52 | Authorized -> Assembly/QC | Dwayne Petrakis;11/04/2008 23:52 | Assembly/QC -> Warehouse | Ignatius Pardo;11/13/2008 02:52 | Warehouse -> Shipped | Cletus Marchbanks;12/06/2008 03:52 | Shipped -> Closed | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],CASTELLANOS|JOSHUA|37978,0,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,12/06/2008 03:52:01,
A9A5AB3C69C5751B583BA159E5DB0F8E,44F6,,12/28/2015 15:27:00,02/06/2016 07:27:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2015-000016,Closed,Manual,,,11/23/2015,12/28/2015,CN=Marlene Okafor/OU=CHPSID/O=TACOM,Expedite,RA 15 953 623,Wickersham,Timothy,R,SSG,Army of the United States,12/18/1966,09/05/1970,Vietnam,Yes,RQ001288,Ryan Wickersham,Son,CN=Marlene Okafor/OU=CHPSID/O=TACOM,1,Yes,01/01/2016 20:27:00,ENG-2016-00173,01/05/2016 01:27:00,Pass,01/14/2016 02:27:00,C-01-1,01/16/2016 04:27:00,9405 5162 5583 5574 3163 35,02/06/2016 07:27:00,40,,,,Ryan Wickersham,8270 Poplar Blvd,Tucson,AZ,85757,,12/28/2015 15:27 | (new) -> Authorized | Marlene Okafor;01/01/2016 20:27 | Authorized -> Engraving | Renata Vasquez-Holm;01/05/2016 01:27 | Engraving -> Assembly/QC | Hector Amundsen;01/14/2016 02:27 | Assembly/QC -> Warehouse | Ignatius Pardo;01/16/2016 04:27 | Warehouse -> Shipped | Cletus Marchbanks;02/06/2016 07:27 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WICKERSHAM|TIMOTHY|85757,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,02/06/2016 07:27:00,
191A6667CD6172134BFA046111AA7438,44FE,,09/30/2025 17:17:42,11/13/2025 03:17:42,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2025-000018,Closed,HRC,HRC_AWD_20081006_6.txt,304,10/06/2008,09/30/2025,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 12 115 927,Kestleman,Betty,A,S/SGT,Regular Army,08/02/1953,02/19/1957,Korea,No,RQ001795,Betty Kestleman,Self,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,3,Yes,10/08/2025 18:17:42,ENG-2025-00174,10/15/2025 19:17:42,Pass,10/20/2025 00:17:42,B-09-2,10/28/2025 02:17:42,9405 5424 6831 5658 8491 78,11/13/2025 03:17:42,44,,,,Betty Kestleman,8666 Eisenhower Ave Apt 24C,Jackson,MS,39262-4793,,09/30/2025 17:17 | (new) -> Authorized | HRC-Transfer;10/08/2025 18:17 | Authorized -> Engraving | Marlene Okafor;10/15/2025 19:17 | Engraving -> Assembly/QC | Hector Amundsen;10/20/2025 00:17 | Assembly/QC -> Warehouse | Tamsin Greylock;10/28/2025 02:17 | Warehouse -> Shipped | Cletus Marchbanks;11/13/2025 03:17 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],KESTLEMAN|BETTY|39262,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,11/13/2025 03:17:42,
49AA3FF2D433BFE776960FE92E669755,450E,,10/21/2009 12:17:36,12/04/2009 02:17:36,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2009-000009,Closed,HRC,HRC_AWD_20080814_4.txt,250,08/14/2008,10/21/2009,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 17 786 244,Quimbley,Tyler,N,2LT,Army of the United States,04/05/1951,07/23/1953,Korea,Yes,RQ000920,Andrew Quimbley,Daughter,CN=Ret Hamlin/OU=CHPSID/O=TACOM,3,Yes,11/01/2009 15:17:36,ENG-2009-00175,11/12/2009 19:17:36,Pass,11/19/2009 20:17:36,E-05-4,11/24/2009 21:17:36,9405 5542 1426 9830 1545 77,12/04/2009 02:17:36,44,,,,Andrew Quimbley,6070 Eisenhower Ln,Burlington,VT,05467-1566,,10/21/2009 12:17 | (new) -> Authorized | HRC-Transfer;11/01/2009 15:17 | Authorized -> Engraving | Renata Vasquez-Holm;11/12/2009 19:17 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;11/19/2009 20:17 | Assembly/QC -> Warehouse | Ignatius Pardo;11/24/2009 21:17 | Warehouse -> Shipped | Yolanda Strickland-Oby;12/04/2009 02:17 | Shipped -> Closed | Dwayne Petrakis,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],QUIMBLEY|TYLER|05467,0,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,12/04/2009 02:17:36,
F143C593A202A76D099023B1D61365A7,451E,,12/12/2025 17:33:23,12/12/2025 17:33:23,CN=HAAS-APP01/O=TACOM,,VMA-2025-000019,Authorized,HRC,HRC_AWD_20161031_7.txt,269,10/31/2016,12/12/2025,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 13 436 965,Mackelvane,Ernesto,H,SFC,Army Reserve,06/22/1963,01/26/1967,Vietnam,Yes,RQ000136,Thomas Mackelvane,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,1,No,,,,,,,,,,263,Red,,,Thomas Mackelvane,30 Pershing St,Killeen,TX,76547,Replacement set - originals lost in house fire per requester.,12/12/2025 17:33 | (new) -> Authorized | HRC-Transfer;08/31/2026 02:17 | AgingFlag -> Red (263 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],MACKELVANE|ERNESTO|76547,263,CN=HRC-Transfer/OU=Agents/O=TACOM,12/12/2025 17:33:23,09/01/2026 02:30:00
B422BF7425F8652EB81A5E68528B4BDA,4526,,11/30/2004 11:46:14,01/12/2005 21:46:14,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2004-000012,Closed,NPRC,,,10/24/2004,11/30/2004,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,37 533 609,Quarterman,Walter,B,COL,Women's Army Corps,04/15/1943,05/09/1947,World War II,Yes,RQ002411,John Quarterman,Daughter,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,2,Yes,12/08/2004 14:46:14,ENG-2004-00176,12/16/2004 16:46:14,Pass,12/22/2004 17:46:14,C-08-4,12/27/2004 18:46:14,9405 5935 1265 7686 4831 37,01/12/2005 21:46:14,43,,,,John Quarterman,5423 Spruce Way,Manchester,NH,03140-6868,,11/30/2004 11:46 | (new) -> Authorized | HRC-Transfer;12/08/2004 14:46 | Authorized -> Engraving | Lorraine Whitcombe;12/16/2004 16:46 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;12/22/2004 17:46 | Assembly/QC -> Warehouse | Ignatius Pardo;12/27/2004 18:46 | Warehouse -> Shipped | Cletus Marchbanks;01/12/2005 21:46 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],QUARTERMAN|WALTER|03140,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,01/12/2005 21:46:14,
B506FF463B640C3E9AAA70550BBF44D8,4532,,05/26/2014 07:15:54,06/27/2014 12:15:54,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2014-000014,Closed,HRC,HRC_AWD_20090416_2.txt,396,04/16/2009,05/26/2014,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 19 313 394,Kirkbride,John,P,SGM,Army of the United States,09/12/1971,03/22/1977,Vietnam,Yes,RQ000935,Linda Kirkbride,Daughter,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,3,Yes,06/06/2014 09:15:54,ENG-2014-00177,06/14/2014 10:15:54,Pass,06/17/2014 10:15:54,E-13-6,06/20/2014 11:15:54,9405 5803 8262 3464 7723 58,06/27/2014 12:15:54,32,,,,Linda Kirkbride,9630 Chestnut Pl,Dayton,OH,45491,,05/26/2014 07:15 | (new) -> Authorized | HRC-Transfer;06/06/2014 09:15 | Authorized -> Engraving | Dwayne Petrakis;06/14/2014 10:15 | Engraving -> Assembly/QC | Hector Amundsen;06/17/2014 10:15 | Assembly/QC -> Warehouse | Ignatius Pardo;06/20/2014 11:15 | Warehouse -> Shipped | Cletus Marchbanks;06/27/2014 12:15 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],KIRKBRIDE|JOHN|45491,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,06/27/2014 12:15:54,
7D5C194BB683F64675D36A0008996EA4,4542,,11/11/2022 14:56:01,12/11/2022 00:56:01,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2022-000017,Closed,Congressional,,,10/19/2022,11/11/2022,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,Congressional,***-**-4633,Thornbury,Jennifer,A,CPL,Regular Army,06/15/2002,03/10/2009,Global War on Terrorism,No,RQ000417,Tyler Thornbury,Daughter,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,2,No,,,11/23/2022 18:56:01,Pass,11/26/2022 19:56:01,G-12-6,12/03/2022 00:56:01,9405 5459 7756 7713 7153 61,12/11/2022 00:56:01,30,,,,Tyler Thornbury,2562 Spruce Way,Peoria,IL,61674,,11/11/2022 14:56 | (new) -> Authorized | Dwayne Petrakis;11/23/2022 18:56 | Authorized -> Assembly/QC | Renata Vasquez-Holm;11/26/2022 19:56 | Assembly/QC -> Warehouse | Tamsin Greylock;12/03/2022 00:56 | Warehouse -> Shipped | Yolanda Strickland-Oby;12/11/2022 00:56 | Shipped -> Closed | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],THORNBURY|JENNIFER|61674,0,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,12/11/2022 00:56:01,
339B390CF0D8DC49E8CC0F9878708012,454E,,06/18/2021 13:54:40,07/14/2021 23:54:40,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2021-000014,Closed,NPRC,nprc_awd_20160401_b51.dat,280,04/01/2016,06/18/2021,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,39 557 538,Quimbley,Ryan,L,PVT,Women's Army Corps,07/12/1945,03/01/1948,World War II,Yes,RQ000680,Raymond G Quimbley,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,3,Yes,06/24/2021 15:54:40,ENG-2021-00178,06/30/2021 15:54:40,Pass,07/03/2021 19:54:40,F-02-6,07/04/2021 20:54:40,9405 5183 5337 5619 2079 27,07/14/2021 23:54:40,26,,,,Raymond G Quimbley,9032 Bradley Blvd,Seattle,WA,98141,,06/18/2021 13:54 | (new) -> Authorized | HRC-Transfer;06/24/2021 15:54 | Authorized -> Engraving | Dwayne Petrakis;06/30/2021 15:54 | Engraving -> Assembly/QC | Hector Amundsen;07/03/2021 19:54 | Assembly/QC -> Warehouse | Tamsin Greylock;07/04/2021 20:54 | Warehouse -> Shipped | Yolanda Strickland-Oby;07/14/2021 23:54 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],QUIMBLEY|RYAN|98141,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,07/14/2021 23:54:40,
BDE20A9864BF098BEED9539CFCAD19C6,455E,,07/27/2022 16:19:11,09/08/2022 05:19:11,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2022-000018,Closed,Manual,,,07/08/2022,07/27/2022,CN=Marlene Okafor/OU=CHPSID/O=TACOM,Expedite,RA 14 253 114,Vandermolen,Anthony,T,PV2,Regular Army,08/26/1962,06/20/1965,Vietnam,Yes,RQ002360,Jamal Vandermolen,Parent,CN=Marlene Okafor/OU=CHPSID/O=TACOM,1,Yes,08/08/2022 21:19:11,ENG-2022-00179,08/15/2022 23:19:11,Pass,08/20/2022 03:19:11,B-11-1,08/23/2022 05:19:11,9405 5716 2098 9626 2664 50,09/08/2022 05:19:11,43,,,,Jamal Vandermolen,9253 Spruce St,Colorado Springs,CO,80942,,07/27/2022 16:19 | (new) -> Authorized | Marlene Okafor;08/08/2022 21:19 | Authorized -> Engraving | Lorraine Whitcombe;08/15/2022 23:19 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;08/20/2022 03:19 | Assembly/QC -> Warehouse | Ignatius Pardo;08/23/2022 05:19 | Warehouse -> Shipped | Cletus Marchbanks;09/08/2022 05:19 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],VANDERMOLEN|ANTHONY|80942,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,09/08/2022 05:19:11,
F4FDF652BB1C7DB1EF423551A5606E6D,4566,,11/22/2004 10:13:15,01/01/2005 23:13:15,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2004-000013,Closed,HRC,,,11/09/2004,11/22/2004,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 18 298 532,Whitlock,Steven,G,SGM,Army Reserve,08/05/1964,12/06/1966,Vietnam,No,RQ000120,Melissa Whitlock-Bay,Sibling,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,3,Yes,12/04/2004 13:13:15,ENG-2004-00180,12/09/2004 18:13:15,Pass,12/12/2004 19:13:15,B-05-5,12/18/2004 19:13:15,9405 5882 7438 9498 9802 48,01/01/2005 23:13:15,40,,,,Melissa Whitlock-Bay,3510 Madison Rd,Syracuse,NY,13226-0010,Requester called to confirm address.,11/22/2004 10:13 | (new) -> Authorized | HRC-Transfer;12/04/2004 13:13 | Authorized -> Engraving | Dwayne Petrakis;12/09/2004 18:13 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;12/12/2004 19:13 | Assembly/QC -> Warehouse | Ignatius Pardo;12/18/2004 19:13 | Warehouse -> Shipped | Yolanda Strickland-Oby;01/01/2005 23:13 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WHITLOCK|STEVEN|13226,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,01/01/2005 23:13:15,
