UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,VeteranName,LineNumber,AwardName,AwardCode,AwardCategory,Quantity,SetType,Devices,DeviceCount,Engrave,EngravingText,StockNumber,LineStatus,BackorderETA,Authority,DocReaders,LineKey
52CDB43A963499E6A36E5875027778D4,3042,ED578A7EFAFFFA5AB3E02124D8F64E01,06/01/2026 08:33:57,06/19/2026 09:32:57,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000002,ED578A7EFAFFFA5AB3E02124D8F64E01,"Pettiford, Margaret",1,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-778-8999,Authorized,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000002|01
F9CBEFE1E94BB63368F11FCF35D1252A,304A,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:17:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",1,United Nations Service Medal Korea,UNSMK,Foreign Award,1,Full Size,,0,No,,8455-00-767-5110,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|01
317933F93B1347B26536192561F44242,304E,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:18:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",2,Prisoner of War Medal,POW,Service Medal,1,Full Size,,0,No,,8455-00-127-1658,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|02
FED6C0F9022F9C6538AD047B4AED3130,3052,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:19:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",3,Honorable Service Lapel Button,HSLB,Appurtenance,1,Full Size,,0,No,,8455-00-519-6705,Shipped,,"General Orders No. 322, 1951",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|03
2242F8B67408C8604527A0A4F4259103,3056,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:20:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",4,Korean Service Medal,KSM,Campaign Medal,2,Full Size + Miniature + Lapel,Silver Service Star,1,No,,8455-00-308-3959,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|04
786354FB9E6E729A77DF8017875142A5,305A,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:21:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",5,Combat Medical Badge,CMB,Badge,1,Full Size,,0,No,,8455-00-156-5272,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|05
C97719EDFE2514D2F8497811D76489B9,305E,AD4C14B8758FCD71777DCAFDD26E3CCD,01/01/2024 15:22:56,01/29/2024 23:16:56,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000001,AD4C14B8758FCD71777DCAFDD26E3CCD,"Yellowley, Frances",6,Combat Infantryman Badge,CIB,Badge,3,Full Size,,0,No,,8455-00-866-7403,Backordered,10/19/2026,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000001|06
68D96A6C37CAAED4FDE67682C7BE2A44,3066,5B1F74DBE945F652613DFFD6EA516036,07/27/2006 11:18:58,09/04/2006 02:17:58,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2006-000001,5B1F74DBE945F652613DFFD6EA516036,"Hinojosa, Lisa",1,Army Service Ribbon,ASR,Ribbon,1,Full Size,,0,No,,8455-00-250-3849,Shipped,,"General Orders No. 117, 1992",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2006-000001|01
095C0B2B53114255001461113D6F5F90,306A,5B1F74DBE945F652613DFFD6EA516036,07/27/2006 11:19:58,09/04/2006 02:17:58,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2006-000001,5B1F74DBE945F652613DFFD6EA516036,"Hinojosa, Lisa",2,Meritorious Service Medal,MSM,Decoration,1,Ribbon Only,,0,No,,8455-00-387-9524,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2006-000001|02
40A79F69DC398A078D1DEFAE476D8627,3072,8BE5BEFBDF1AD860522A2F5560601802,05/13/2026 08:40:57,05/22/2026 13:39:57,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000003,8BE5BEFBDF1AD860522A2F5560601802,"Lockridge, Carol",1,Army Achievement Medal,AAM,Decoration,1,Full Size,,0,No,,8455-00-884-9490,Authorized,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2026-000003|01
0A4130EB1192063CC9747430F6304F7D,307A,FF561D80DB3B10E2002C76E48FD2B46E,11/23/2005 09:01:15,01/05/2006 20:00:15,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2005-000001,FF561D80DB3B10E2002C76E48FD2B46E,"Underhill, Ryan",1,Army Achievement Medal,AAM,Decoration,1,Full Size,,0,No,,8455-00-218-9789,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2005-000001|01
7D31AEDC6D08AB6143396F6FF7E89DD7,307E,FF561D80DB3B10E2002C76E48FD2B46E,11/23/2005 09:02:15,01/05/2006 20:00:15,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2005-000001,FF561D80DB3B10E2002C76E48FD2B46E,"Underhill, Ryan",2,Vietnam Service Medal,VSM,Campaign Medal,1,Full Size,,0,No,,8455-00-978-7966,Shipped,,"General Orders No. 179, 1976",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2005-000001|02
156B6C649D61919DFC789B65CB742293,3086,18A589F62F3E56A16952E990F11C27BD,03/09/2026 15:23:40,03/29/2026 20:22:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000004,18A589F62F3E56A16952E990F11C27BD,"Pettiford, Sandra",1,Army Achievement Medal,AAM,Decoration,1,Ribbon Only,,0,No,,8455-00-585-3177,Authorized,,"General Orders No. 247, 1978",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000004|01
36AB4969619D741C1A1376932C32682A,308A,18A589F62F3E56A16952E990F11C27BD,03/09/2026 15:24:40,03/29/2026 20:22:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000004,18A589F62F3E56A16952E990F11C27BD,"Pettiford, Sandra",2,Vietnam Service Medal,VSM,Campaign Medal,1,Full Size + Miniature + Lapel,Arrowhead,1,No,,8455-00-967-3849,Authorized,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000004|02
324BFC1BFA701C9C0A1879DB2FEDA739,308E,18A589F62F3E56A16952E990F11C27BD,03/09/2026 15:25:40,03/29/2026 20:22:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000004,18A589F62F3E56A16952E990F11C27BD,"Pettiford, Sandra",3,National Defense Service Medal,NDSM,Service Medal,1,Full Size,,0,No,,8455-00-729-5570,Authorized,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000004|03
9C4461247E154BE4BFCA4D660507C54A,3096,9C8B9D7E05A9BA68E1E4556947C1D7EC,01/15/2024 14:38:05,02/22/2024 00:37:05,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000002,9C8B9D7E05A9BA68E1E4556947C1D7EC,"Delgadillo, Daniel",1,American Campaign Medal,ACM,Campaign Medal,1,Full Size,,0,No,,8455-00-766-4046,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2024-000002|01
C3F31C43D7BB243CA14E9AD9806A949B,309A,9C8B9D7E05A9BA68E1E4556947C1D7EC,01/15/2024 14:39:05,02/22/2024 00:37:05,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000002,9C8B9D7E05A9BA68E1E4556947C1D7EC,"Delgadillo, Daniel",2,American Defense Service Medal,ADSM,Campaign Medal,1,Full Size + Miniature + Lapel,Silver Service Star,1,No,,8455-00-759-2699,Shipped,,"General Orders No. 51, 1946",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,VMA-2024-000002|02
9A4C6946361591BE97F68FF1F17F05AC,30A2,E3F85EE9236BB3590D08EF17E1A0D827,02/23/2026 17:59:18,03/17/2026 23:58:18,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2026-000005,E3F85EE9236BB3590D08EF17E1A0D827,"Thornbury, Jeffrey",1,American Defense Service Medal,ADSM,Campaign Medal,1,Ribbon Only,,0,No,,8455-00-701-6702,Authorized,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000005|01
AADBA241B66243DD7E9690A3AD83F6C5,30A6,E3F85EE9236BB3590D08EF17E1A0D827,02/23/2026 18:00:18,03/17/2026 23:58:18,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2026-000005,E3F85EE9236BB3590D08EF17E1A0D827,"Thornbury, Jeffrey",2,Distinguished Flying Cross,DFC,Decoration,1,Full Size,Arrowhead,1,Yes,J. THORNBURY,8455-00-298-9281,Authorized,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000005|02
FD0842E72B6F31DCD1189FAA973A6669,30AA,E3F85EE9236BB3590D08EF17E1A0D827,02/23/2026 18:01:18,03/17/2026 23:58:18,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2026-000005,E3F85EE9236BB3590D08EF17E1A0D827,"Thornbury, Jeffrey",3,Silver Star,SS,Decoration,1,Full Size,Arrowhead,1,Yes,J. THORNBURY,8455-00-457-9831,Authorized,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000005|03
28D9FA4A41DD04A896179997D031ABB1,30B2,808AC0F8B2B532A427A02D10B3977CE7,04/14/2014 17:39:03,05/26/2014 04:38:03,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2014-000001,808AC0F8B2B532A427A02D10B3977CE7,"Vanterpool, Arthur",1,Meritorious Service Medal,MSM,Decoration,1,Full Size,Arrowhead,1,No,,8455-00-670-5013,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2014-000001|01
F5F46619733BB3C88DBA099F1261E460,30B6,808AC0F8B2B532A427A02D10B3977CE7,04/14/2014 17:40:03,05/26/2014 04:38:03,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2014-000001,808AC0F8B2B532A427A02D10B3977CE7,"Vanterpool, Arthur",2,Humanitarian Service Medal,HSM,Service Medal,1,Full Size,,0,No,,8455-00-150-2317,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2014-000001|02
8B2DABD180F327C1258ABB341D7D3696,30BE,E444510BE7942320145BD1AC486B65BE,10/24/2024 11:52:15,12/10/2024 03:51:15,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2024-000003,E444510BE7942320145BD1AC486B65BE,"Dunmore, Earl",1,Silver Star,SS,Decoration,1,Ribbon Only,Bronze Service Star,1,Yes,E. T. DUNMORE,8455-00-819-9473,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2024-000003|01
A561EE3D0126EEB45303887BCF5FFA0B,30C2,E444510BE7942320145BD1AC486B65BE,10/24/2024 11:53:15,12/10/2024 03:51:15,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2024-000003,E444510BE7942320145BD1AC486B65BE,"Dunmore, Earl",2,BSM w/V,APCM,Campaign Medal,3,Full Size,,0,No,,8455-00-757-7167,Shipped,,"General Orders No. 26, 1948",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2024-000003|02
31E28D38D250A55B3761BCE6F7531634,30CA,006D41E0EE8802669E07FA6A59DC4FE8,11/26/2009 17:16:09,01/05/2010 07:15:09,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2009-000001,006D41E0EE8802669E07FA6A59DC4FE8,"Gastrelle, Timothy",1,Parachutist Badge,PB,Badge,1,Full Size,,0,No,,8455-00-525-1155,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2009-000001|01
DA8CB49F5440AA2D23FAC62C0EF64E8F,30D2,701EC0559B5D90DC89D2CC2D5CC2CFC0,03/05/2010 16:44:35,04/27/2010 06:43:35,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2010-000001,701EC0559B5D90DC89D2CC2D5CC2CFC0,"Fortenbury, Angela",1,Army Achievement Medal,AAM,Decoration,1,Full Size,Arrowhead,1,No,,8455-00-263-6135,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2010-000001|01
70F71ECFF5895FC7806313758B3CE0F6,30DA,1672AB9E8F45B65A923B578D98B3D0FF,06/25/2007 14:45:35,08/05/2007 22:44:35,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2007-000001,1672AB9E8F45B65A923B578D98B3D0FF,"Izquierdo, Amanda",1,Republic of Korea War Service Medal,ROKWSM,Foreign Award,1,Full Size,,0,No,,8455-00-335-8030,Shipped,,"NPRC Form 13, item 6",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2007-000001|01
E0FFA59DD7936308DFA337E4B375FC5B,30DE,1672AB9E8F45B65A923B578D98B3D0FF,06/25/2007 14:46:35,08/05/2007 22:44:35,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2007-000001,1672AB9E8F45B65A923B578D98B3D0FF,"Izquierdo, Amanda",2,Honorable Service Lapel Button,HSLB,Appurtenance,1,Full Size,,0,No,,8455-00-246-7116,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2007-000001|02
0129856B3A5D214F4C2A8CAC146C4A75,30E6,F5D1AF010313230407D067AE7AA18CC6,08/21/2019 07:52:30,09/20/2019 19:51:30,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2019-000001,F5D1AF010313230407D067AE7AA18CC6,"Yamaguchi, Nicole",1,Honorable Service Lapel Button,HSLB,Appurtenance,1,Full Size,,0,No,,8455-00-674-4509,Shipped,,"General Orders No. 239, 1943",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2019-000001|01
EDA0BB843F6C269DD59F82247403F6A8,30EE,5CA3CE655BC8F535071E87F752054A41,09/16/2011 14:02:57,10/26/2011 01:01:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000001,5CA3CE655BC8F535071E87F752054A41,"Hargreave, Jessica",1,Good Conduct Medal,GCM,Service Medal,1,Full Size + Miniature + Lapel,,0,No,,8455-00-993-6745,Shipped,,"General Orders No. 241, 1968",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2011-000001|01
B56473A30314F965A6C44C1C2B8AF614,30F2,5CA3CE655BC8F535071E87F752054A41,09/16/2011 14:03:57,10/26/2011 01:01:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000001,5CA3CE655BC8F535071E87F752054A41,"Hargreave, Jessica",2,Parachutist Badge,PB,Badge,1,Full Size,,0,No,,8455-00-793-8880,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2011-000001|02
4EA016CCF80C7B152706BEB52BE4E16C,30F6,5CA3CE655BC8F535071E87F752054A41,09/16/2011 14:04:57,10/26/2011 01:01:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000001,5CA3CE655BC8F535071E87F752054A41,"Hargreave, Jessica",3,Meritorious Unit Commendation,MUC,Appurtenance,1,Full Size,,0,No,,8455-00-369-5191,Shipped,,DA Form 1577,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2011-000001|03
030F238FFF277FE06FA049A1887F3565,30FE,1C8F012576D73E7557E78EC276F4962E,12/24/2007 13:36:23,02/21/2008 01:35:23,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2007-000002,1C8F012576D73E7557E78EC276F4962E,"Wickersham, Anthony",1,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-493-1813,Shipped,,"General Orders No. 323, 1974",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2007-000002|01
8A832A5D57B041BDAE367E03242AA45C,3102,1C8F012576D73E7557E78EC276F4962E,12/24/2007 13:37:23,02/21/2008 01:35:23,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2007-000002,1C8F012576D73E7557E78EC276F4962E,"Wickersham, Anthony",2,Republic of Vietnam Gallantry Cross Unit Citation,RVNGC,Foreign Award,1,Full Size,,0,No,,8455-00-102-4139,Shipped,,HRC Awards and Decorations Branch memo,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2007-000002|02
9DEA86704D2FD31106FCF4CD84EFCC20,3106,1C8F012576D73E7557E78EC276F4962E,12/24/2007 13:38:23,02/21/2008 01:35:23,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2007-000002,1C8F012576D73E7557E78EC276F4962E,"Wickersham, Anthony",3,Vietnam Service Medal,VSM,Campaign Medal,1,Full Size,Bronze Service Star,1,No,,8455-00-981-5552,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2007-000002|03
