UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,NoteType,ContactName,ContactPhone,Body,Summary,FollowUpDate,FollowUpDone,NoteAuthor,NoteDate,DocReaders,DocAuthors
C64C61ED9924013C429AAFB1F8BC9914,F51A,0ED8C3A60D76C2DF9992CE165DDCD756,08/12/2022 08:30:17,08/12/2022 08:30:17,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2022-000081,0ED8C3A60D76C2DF9992CE165DDCD756,Congressional Inquiry,,,Congressional inquiry received - response due 10 days. See attached correspondence.,Congressional inquiry received - response due 10 days,,,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,08/12/2022 08:30:17,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM;[Admin]
3BE071304EE3C4D943786F59D1DBEAFA,F51E,0B7A7F00354F4D52692463BA02206E24,09/02/2014 18:15:18,09/02/2014 18:15:18,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2014-000054,0B7A7F00354F4D52692463BA02206E24,NPRC Query,,,Requested OMPF verification from NPRC. Follow-up required.,Requested OMPF verification from NPRC,,Yes,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/02/2014 18:15:18,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM;[Admin]
1C86D39C4673D54A8A3121B7CC584625,F522,A1DC32C7E75ACBC137766A6D49964A37,04/10/2004 21:13:39,04/10/2004 21:13:39,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2004-000029,A1DC32C7E75ACBC137766A6D49964A37,Address Correction,,,Address updated per requester. Requester satisfied.,Address updated per requester,,,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/10/2004 21:13:39,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM;[Admin]
A71092FBF4469965B13E432D97F0A848,F526,22740AE2532434E5DE4071C3BF644112,09/23/2013 21:55:57,09/23/2013 21:55:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2013-000010,22740AE2532434E5DE4071C3BF644112,Congressional Inquiry,,,Congressional inquiry received - response due 10 days. See attached correspondence.,Congressional inquiry received - response due 10 days,,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/23/2013 21:55:57,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
92AA375789B37DC558037D6925A68AA4,F52A,31DB0D25B186E37ED9A528BA4645F40C,04/26/2025 12:25:39,04/26/2025 12:25:39,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2025-000012,31DB0D25B186E37ED9A528BA4645F40C,Backorder,,,Item backordered - requester notified. See attached correspondence.,Item backordered - requester notified,,,CN=Marlene Okafor/OU=CHPSID/O=TACOM,04/26/2025 12:25:39,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Marlene Okafor/OU=CHPSID/O=TACOM;[Admin]
96AE63D02C9EF0D98A36E9DF73B86722,F52E,C2C7F4DFDB33FC67E9E43FE06A873050,11/23/2014 01:24:56,11/23/2014 01:24:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2014-000089,C2C7F4DFDB33FC67E9E43FE06A873050,Phone Call - Inbound,Jennifer Ormsbee,(302) 555-1380,Requester called for status. No further action.,Requester called for status,,,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,11/23/2014 01:24:56,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM;[Admin]
0878337C2239511E5A7FE945A3BB2904,F532,9EAABC8F76DD8669ABBFFB1710F14FE6,03/24/2026 16:41:57,03/24/2026 16:41:57,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000500,9EAABC8F76DD8669ABBFFB1710F14FE6,General,,,General note. Escalated to lead CSR.,General note,03/31/2026,,CN=Ret Hamlin/OU=CHPSID/O=TACOM,03/24/2026 16:41:57,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
652965FDF5EC1EDE0DFEABFBCED531D5,F536,593D10CBEC27147A599699D6D84C1044,10/28/2008 12:26:16,10/28/2008 12:26:16,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2008-000063,593D10CBEC27147A599699D6D84C1044,Address Correction,,,Address updated per requester. See attached correspondence.,Address updated per requester,11/01/2008,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,10/28/2008 12:26:16,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
D401820644AB98A9604A86ACCE616F09,F53A,E329FDA8C4DAB0440B971148905E5B19,06/08/2026 16:31:38,06/08/2026 16:31:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000029,E329FDA8C4DAB0440B971148905E5B19,QC Rework,,,"QC failed - engraving misspelled, returned to shop. Escalated to lead CSR.","QC failed - engraving misspelled, returned to shop",06/20/2026,,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/08/2026 16:31:38,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
FEB7C0F5B879A4ABD16E2D68E0A17E88,F53E,B8AAE8BDE6EE5A686C2B617FF6C17A27,01/15/2021 15:30:14,01/15/2021 15:30:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2021-000106,B8AAE8BDE6EE5A686C2B617FF6C17A27,Address Correction,,,Address updated per requester. Requester satisfied.,Address updated per requester,,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,01/15/2021 15:30:14,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
9676262DFEEC3267986C78F66CF5EE41,F542,A777432D0813D9C747F8FA280F2FE598,08/06/2021 12:58:08,08/06/2021 12:58:08,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,Correspondence_VMA-2021-000026.pdf,VMA-2021-000026,A777432D0813D9C747F8FA280F2FE598,Phone Call - Inbound,Christopher Delgadillo,(703) 555-1332,Requester called for status. Requester satisfied.,Requester called for status,,Yes,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,08/06/2021 12:58:08,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM;[Admin]
EFF12FE41B038D56FB596DCC0FBB5ACF,F546,54F1180858891243B2149E9EB043FB8B,06/25/2025 12:06:41,06/25/2025 12:06:41,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2025-000023,54F1180858891243B2149E9EB043FB8B,Phone Call - Outbound,James Oakhurst-Pell,(484) 555-1806,Called requester to confirm address. See attached correspondence.,Called requester to confirm address,07/03/2025,,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/25/2025 12:06:41,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
B8AE69F90E296709200234AABDCE0A44,F54A,16E8D59A0F70AC09D0BB526069D2A797,02/24/2011 16:00:43,02/24/2011 16:00:43,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2011-000058,16E8D59A0F70AC09D0BB526069D2A797,General,,,General note. Escalated to lead CSR.,General note,,Yes,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,02/24/2011 16:00:43,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM;[Admin]
C129EDC2EB261E10854121BB47AD34DB,F54E,938D94BD282C29208E940A08FB526868,06/16/2026 17:09:27,06/16/2026 17:09:27,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000433,938D94BD282C29208E940A08FB526868,QC Rework,,,"QC failed - engraving misspelled, returned to shop. Escalated to lead CSR.","QC failed - engraving misspelled, returned to shop",06/24/2026,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/16/2026 17:09:27,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
4E6B66021E95C5E3FF57780574ECB3E5,F552,8FBFDE3F2C5828859E95F297E67E995E,10/22/2008 10:16:00,10/22/2008 10:16:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2008-000006,8FBFDE3F2C5828859E95F297E67E995E,Backorder,,,Item backordered - requester notified. No further action.,Item backordered - requester notified,,,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,10/22/2008 10:16:00,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM;[Admin]
E8018E3317E66A9D1287A7E7A6B8DEBB,F556,B247BF95A86A9B6267E19051B0FD2C0F,03/26/2014 19:38:44,03/26/2014 19:38:44,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2014-000011,B247BF95A86A9B6267E19051B0FD2C0F,QC Rework,,,"QC failed - engraving misspelled, returned to shop. Follow-up required.","QC failed - engraving misspelled, returned to shop",,,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,03/26/2014 19:38:44,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM;[Admin]
A7D969FB4A0B87C00A3F5B80EDB733A6,F55A,2718D5FC82C0D602506FE78A3E911F9C,11/01/2012 13:34:40,11/01/2012 13:34:40,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2012-000122,2718D5FC82C0D602506FE78A3E911F9C,Phone Call - Outbound,Clarence Wexcombe,(215) 555-1278,Called requester to confirm address. No further action.,Called requester to confirm address,,Yes,CN=Marlene Okafor/OU=CHPSID/O=TACOM,11/01/2012 13:34:40,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Marlene Okafor/OU=CHPSID/O=TACOM;[Admin]
67FE8A121046DFC6F1BCCE1997404559,F55E,B88D18ADB4E3D89D8C314DA2FE06D7EA,07/18/2026 00:47:24,07/18/2026 00:47:24,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000489,B88D18ADB4E3D89D8C314DA2FE06D7EA,Address Correction,,,Address updated per requester. No further action.,Address updated per requester,,,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,07/18/2026 00:47:24,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM;[Admin]
3E79C02AA94B78BAFDFFC99DB30F1267,F562,E6492C09EE2F22E7311EA138EE86905E,02/18/2019 19:36:53,02/18/2019 19:36:53,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2019-000086,E6492C09EE2F22E7311EA138EE86905E,QC Rework,,,"QC failed - engraving misspelled, returned to shop. Escalated to lead CSR.","QC failed - engraving misspelled, returned to shop",,Yes,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,02/18/2019 19:36:53,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM;[Admin]
1DB9E48D550AA119139921A84210F8B1,F566,D169C1B6E420ED743EAF4801410C19CA,08/25/2022 19:44:46,08/25/2022 19:44:46,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2022-000063,D169C1B6E420ED743EAF4801410C19CA,NOK Documentation,,,Death certificate / relationship proof received. No further action.,Death certificate / relationship proof received,09/05/2022,Yes,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,08/25/2022 19:44:46,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM;[Admin]
A306636EF836CEE9C5CCAD0BB34114D6,F56A,E68B1E4C38D0EE84DBAEF0DF1920C5E3,07/15/2016 12:42:32,07/15/2016 12:42:32,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2016-000084,E68B1E4C38D0EE84DBAEF0DF1920C5E3,QC Rework,,,"QC failed - engraving misspelled, returned to shop. No further action.","QC failed - engraving misspelled, returned to shop",07/18/2016,Yes,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,07/15/2016 12:42:32,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM;[Admin]
2C05894958C29E48CC03502F19021AA7,F56E,F4EBFA32CF2E7DADEF1547E7120344BE,06/27/2026 16:08:36,06/27/2026 16:08:36,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000126,F4EBFA32CF2E7DADEF1547E7120344BE,NOK Documentation,,,Death certificate / relationship proof received. See attached correspondence.,Death certificate / relationship proof received,,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/27/2026 16:08:36,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
C9D1B1120548D5DB1AE5CED3A832A415,F572,7FEF1EC3885B29326FD5B714A27CEACB,06/12/2026 21:34:31,06/12/2026 21:34:31,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2026-000092,7FEF1EC3885B29326FD5B714A27CEACB,Congressional Inquiry,,,Congressional inquiry received - response due 10 days. No further action.,Congressional inquiry received - response due 10 days,06/23/2026,,CN=Marlene Okafor/OU=CHPSID/O=TACOM,06/12/2026 21:34:31,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,CN=Marlene Okafor/OU=CHPSID/O=TACOM;[Admin]
59C11F3A14372C1303C519E49ED6D29E,F576,8D715227E8B5A15EC4F605F2D9B34818,07/01/2007 12:37:33,07/01/2007 12:37:33,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,Correspondence_VMA-2007-000069.pdf,VMA-2007-000069,8D715227E8B5A15EC4F605F2D9B34818,Phone Call - Outbound,Leonard Galbreath Jr.,(302) 555-1881,Called requester to confirm address. Requester satisfied.,Called requester to confirm address,,,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,07/01/2007 12:37:33,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM;[Admin]
CE2F473B79EBA143FFC6278F844ABFB1,F57A,BD4E7D3BD4E574F9AEC0ECD83089AF17,09/03/2011 23:07:52,09/03/2011 23:07:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000074,BD4E7D3BD4E574F9AEC0ECD83089AF17,Congressional Inquiry,,,Congressional inquiry received - response due 10 days. No further action.,Congressional inquiry received - response due 10 days,09/10/2011,Yes,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/03/2011 23:07:52,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,CN=Ret Hamlin/OU=CHPSID/O=TACOM;[Admin]
C66B4F44A4BE7A344163BA0747E939DE,F57E,9788EECDD1872439D07747B9FB7D304A,06/13/2011 12:57:42,06/13/2011 12:57:42,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2011-000042,9788EECDD1872439D07747B9FB7D304A,Congressional Inquiry,,,Congressional inquiry received - response due 10 days. Follow-up required.,Congressional inquiry received - response due 10 days,,Yes,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,06/13/2011 12:57:42,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM;[Admin]
4C4C423E4F7307C85CDFCBB8B8C0DFFA,F582,8F12429131FFC1D21B83CC85ADA23379,08/22/2024 19:16:14,08/22/2024 19:16:14,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2024-000106,8F12429131FFC1D21B83CC85ADA23379,Backorder,,,Item backordered - requester notified. Follow-up required.,Item backordered - requester notified,,Yes,CN=Marlene Okafor/OU=CHPSID/O=TACOM,08/22/2024 19:16:14,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,CN=Marlene Okafor/OU=CHPSID/O=TACOM;[Admin]
FF392A98A2B7BC05BAD3F03AB3C38260,F586,CBEF6C3868261B862E513D36BEB09F47,01/19/2016 20:02:01,01/19/2016 20:02:01,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2016-000029,CBEF6C3868261B862E513D36BEB09F47,Phone Call - Outbound,William Dellacroix,(267) 555-1300,Called requester to confirm address. No further action.,Called requester to confirm address,01/22/2016,Yes,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,01/19/2016 20:02:01,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM;[Admin]
