UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
6554BF0BC3DFD05000131EC2909A8D57,192A,,07/26/2004 09:40:14,10/20/2004 05:40:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WWQWYR42086316,Complete,WWQWYR,WZW010,173rd Airborne Brigade,13,A,AB,HER,,Insignia,01/22/2005,WWQWYR,173rd Airborne Brigade,"Bldg 5778, Supply","Caserma Del Din, Vicenza",Vicenza,IT,49905,Unit activation,Request insignia items for 173rd Airborne Brigade. Unit reflagged per HQDA order.,1,26.76,07/26/2004,CN=Jessica Yellowley/OU=Units/O=Army,07/31/2004 11:40:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/15/2004 18:40:14,0PLE4,"Old Line Embroidery, Inc.",08/22/2004 20:40:14,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,09/21/2004,,,,07/26/2004 09:40 | (new) -> Draft | Jessica Yellowley;07/31/2004 11:40 | Draft -> Submitted | Jessica Yellowley;08/08/2004 15:40 | Submitted -> Under Review | Dwayne Petrakis;08/15/2004 18:40 | Under Review -> Approved | Dwayne Petrakis;08/22/2004 20:40 | Approved -> Released to Vendor | Theodore Blankenship;09/08/2004 02:40 | Released to Vendor -> In Production | Vendor Portal;10/01/2004 04:40 | In Production -> Shipped | Vendor Portal;10/20/2004 05:40 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,10/20/2004 05:40:14,WWQWYR42086316|WWQWYR|WZW010,Jessica Yellowley,CW2,Unit Commander,(703) 555-1836,jessica.yellowley.mil@example.mil
4266C06E989723B68DBE8099C003579D,1932,,12/01/2025 15:14:38,12/01/2025 15:14:38,CN=Charles Dellacroix/OU=Units/O=Army,,WA1PJJ53353680,Draft,WA1PJJ,W17FJA,75th Field Artillery Brigade,06,B,2B,3AZ,,Insignia,05/30/2026,WA1PJJ,75th Field Artillery Brigade,"Bldg 4699, Supply",Fort Sill,Fort Sill,OK,62898,Change of command ceremony,Request insignia items for 75th Field Artillery Brigade. Ceremony scheduled; items required on hand 30 days prior.,4,100.07,12/01/2025,CN=Charles Dellacroix/OU=Units/O=Army,,,,,,,,,,,,12/01/2025 15:14 | (new) -> Draft | Charles Dellacroix,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WA1PJJ;CN=Charles Dellacroix/OU=Units/O=Army,CN=Charles Dellacroix/OU=Units/O=Army;[TACOM],Routine,CN=Charles Dellacroix/OU=Units/O=Army,12/01/2025 15:14:38,WA1PJJ53353680|WA1PJJ|W17FJA,Charles Dellacroix,1LT,S4,(302) 555-1692,charles.dellacroix.mil@example.mil
66E811474375DE4B418906261685E89B,1946,,04/06/2026 13:49:15,04/22/2026 06:49:15,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WW0RPQ60963089,Released to Vendor,WW0RPQ,WKYUF0,42nd Infantry Division (New York Army National Guard),15,A,6A,9GU,W0YT57,Insignia,07/05/2026,W0YT57,"3rd Armored Brigade Combat Team, 1st Cavalry Division","Bldg 8794, HQ",Fort Hood,Fort Hood,TX,11075,Change of command ceremony,Request insignia items for 42nd Infantry Division (New York Army National Guard). Existing items unserviceable due to fading and fraying.,3,228.60,04/06/2026,CN=Lisa Maldonado-Vega/OU=Units/O=Army,04/07/2026 19:49:15,CN=Ret Hamlin/OU=CHPSID/O=TACOM,04/18/2026 02:49:15,1CLR7,Liberty Colors LLC,04/22/2026 06:49:15,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/22/2026,,,,04/06/2026 13:49 | (new) -> Draft | Lisa Maldonado-Vega;04/07/2026 19:49 | Draft -> Submitted | Lisa Maldonado-Vega;04/12/2026 01:49 | Submitted -> Under Review | Ret Hamlin;04/18/2026 02:49 | Under Review -> Approved | Ret Hamlin;04/22/2026 06:49 | Approved -> Released to Vendor | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,04/22/2026 06:49:15,WW0RPQ60963089|WW0RPQ|WKYUF0,Lisa Maldonado-Vega,CW2,Unit Commander,(484) 555-1763,lisa.maldonado.mil@example.mil
46FE523C144C948B1DD9A8A19D8799BB,1956,,01/06/2014 10:03:40,03/27/2014 03:03:40,CN=Vendor Portal/O=Liberty Colors LLC,,WD9RVP40061917,Shipped,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,09,A,2B,HER,,Guidon,03/07/2014,WD9RVP,U.S. Army Tank-automotive and Armaments Command,"Bldg 8086, S4",Detroit Arsenal,Detroit Arsenal,MI,31789,Initial issue,Request guidon items for U.S. Army Tank-automotive and Armaments Command. Existing items unserviceable due to fading and fraying.,3,165.84,01/06/2014,CN=Joshua Montgomerie/OU=Units/O=Army,01/08/2014 14:03:40,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,01/20/2014 19:03:40,1CLR7,Liberty Colors LLC,01/25/2014 19:03:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/25/2014,,,,01/06/2014 10:03 | (new) -> Draft | Joshua Montgomerie;01/08/2014 14:03 | Draft -> Submitted | Joshua Montgomerie;01/13/2014 17:03 | Submitted -> Under Review | Dwayne Petrakis;01/20/2014 19:03 | Under Review -> Approved | Dwayne Petrakis;01/25/2014 19:03 | Approved -> Released to Vendor | Lorraine Whitcombe;02/08/2014 23:03 | Released to Vendor -> In Production | Vendor Portal;03/27/2014 03:03 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Liberty Colors LLC,03/27/2014 03:03:40,WD9RVP40061917|WD9RVP|WR1LGA,Joshua Montgomerie,2LT,Executive Officer,(610) 555-1370,joshua.montgomerie.mil@example.mil
7FC22F124F56EA3350005EA2553029D9,1962,,07/08/2004 16:18:14,07/25/2004 02:18:14,CN=Karen Jessup-Kane/OU=Units/O=Army,,WS98D341907462,canceled,WS98D3,WH49TA,21st Theater Sustainment Command,15,B,XP,,,Streamer,10/06/2004,WS98D3,21st Theater Sustainment Command,"Bldg 9359, Supply","Panzer Kaserne, Kaiserslautern",Kaiserslautern,DE,74530,Retirement ceremony,Request streamer items for 21st Theater Sustainment Command. Ceremony scheduled; items required on hand 30 days prior.,1,304.26,07/08/2004,CN=Karen Jessup-Kane/OU=Units/O=Army,07/09/2004 21:18:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,,,,,,Requester separated; no longer required,07/25/2004 02:18:14,CN=Karen Jessup-Kane/OU=Units/O=Army,07/08/2004 16:18 | (new) -> Draft | Karen Jessup-Kane;07/09/2004 21:18 | Draft -> Submitted | Karen Jessup-Kane;07/13/2004 22:18 | Submitted -> Under Review | Dwayne Petrakis;07/25/2004 02:18 | Under Review -> Cancelled | Karen Jessup-Kane,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Routine,CN=Karen Jessup-Kane/OU=Units/O=Army,07/25/2004 02:18:14,WS98D341907462|WS98D3|WH49TA,Karen Jessup-Kane,SSG,Property Book Officer,(540) 555-1488,karen.jessup.mil@example.mil
26FE38D4D7FEAD7126B7ECD06178139D,196A,,07/21/2025 15:46:31,07/23/2025 17:46:31,CN=Jeffrey Underhill-Voss/OU=Units/O=Army,DD1348-6_WR3QJ761130330.pdf,WR3QJ761130330,Submitted,WHVUZQ,WB6EMA,Fires Center of Excellence,02,B,2A,9GU,,Organizational Colors,11/18/2025,WHVUZQ,Fires Center of Excellence,"Bldg 5138, S4",Fort Sill,Fort Sill,OK,56331,Deployment ceremony,Request organizational colors items for Fires Center of Excellence. Unit reflagged per HQDA order.,2,3018.47,07/21/2025,CN=Jeffrey Underhill-Voss/OU=Units/O=Army,07/23/2025 17:46:31,,,,,,,,,,,07/21/2025 15:46 | (new) -> Draft | Jeffrey Underhill-Voss;07/23/2025 17:46 | Draft -> Submitted | Jeffrey Underhill-Voss,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WHVUZQ;CN=Jeffrey Underhill-Voss/OU=Units/O=Army,CN=Jeffrey Underhill-Voss/OU=Units/O=Army;[TACOM],Expedite,CN=Jeffrey Underhill-Voss/OU=Units/O=Army,07/23/2025 17:46:31,WR3QJ761130330|WHVUZQ|WB6EMA,Jeffrey Underhill-Voss,MAJ,S4,(717) 555-1156,jeffrey.underhill.mil@example.mil
8AE7951F7DE0CAD7CCE3EACD16ECAF3C,1976,,08/31/2011 16:16:20,12/04/2011 10:16:20,CN=Vendor Portal/O=Tidewater Textile Products,DD1348-6_WZMAN812430305.pdf,WZMAN812430305,Shipped,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),12,A,2B,,,Organizational Colors,02/27/2012,WZMAN8,116th Infantry Brigade Combat Team (Virginia Army National Guard),"Bldg 3872, Property Book Office",Staunton,Staunton,VA,37580,Lineage and honors update,Request organizational colors items for 116th Infantry Brigade Combat Team (Virginia Army National Guard). Unit reflagged per HQDA order.,2,3012.93,08/31/2011,CN=Patricia Norquist/OU=Units/O=Army,09/04/2011 20:16:20,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/17/2011 02:16:20,4TRD6,Tidewater Textile Products,09/22/2011 05:16:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/06/2011,,,,08/31/2011 16:16 | (new) -> Draft | Patricia Norquist;09/04/2011 20:16 | Draft -> Submitted | Patricia Norquist;09/09/2011 02:16 | Submitted -> Under Review | Ret Hamlin;09/17/2011 02:16 | Under Review -> Approved | Ret Hamlin;09/22/2011 05:16 | Approved -> Released to Vendor | Dwayne Petrakis;10/11/2011 09:16 | Released to Vendor -> In Production | Vendor Portal;12/04/2011 10:16 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;4TRD6,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Tidewater Textile Products,12/04/2011 10:16:20,WZMAN812430305|WZMAN8|WDM3SA,Patricia Norquist,1SG,Property Book Officer,(703) 555-1332,patricia.norquist.mil@example.mil
935BFB39030FF42FBA1CAF24C78DAC94,1982,,04/20/2026 07:32:34,04/25/2026 10:32:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WTM60461109444,Under Review,WTM604,W85WKA,U.S. Army Training and Doctrine Command,03,M,2A,,,Positional Color,10/17/2026,WTM604,U.S. Army Training and Doctrine Command,"Bldg 5028, S4",Fort Eustis,Fort Eustis,VA,82870,Unit activation,Request positional color items for U.S. Army Training and Doctrine Command. Existing items unserviceable due to fading and fraying.,7,4245.97,04/20/2026,CN=Carlos Drakeford/OU=Units/O=Army,04/21/2026 08:32:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,,,,,,,,,04/20/2026 07:32 | (new) -> Draft | Carlos Drakeford;04/21/2026 08:32 | Draft -> Submitted | Carlos Drakeford;04/25/2026 10:32 | Submitted -> Under Review | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WTM604;CN=Carlos Drakeford/OU=Units/O=Army,CN=Carlos Drakeford/OU=Units/O=Army;[TACOM],Expedite,CN=Ret Hamlin/OU=CHPSID/O=TACOM,04/25/2026 10:32:34,WTM60461109444|WTM604|W85WKA,Carlos Drakeford,CW2,Property Book Officer,(856) 555-1608,carlos.drakeford.mil@example.mil
E016F2E1197E1C84655A4A38EB5E0574,199E,,10/24/2019 08:22:39,02/12/2020 05:22:39,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,DD1348-6_WSNAV892972415.pdf,WSNAV892972415,Complete,WSNAV8,WU7LRA,377th Theater Sustainment Command (Army Reserve),05,A,6A,,,Guidon,12/23/2019,WSNAV8,377th Theater Sustainment Command (Army Reserve),"Bldg 8055, HQ",Belle Chasse,Belle Chasse,LA,93866,Unit activation,Request guidon items for 377th Theater Sustainment Command (Army Reserve). Ceremony scheduled; items required on hand 30 days prior.,2,200.77,10/24/2019,CN=Donald Delgadillo/OU=Units/O=Army,10/28/2019 09:22:39,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/16/2019 16:22:39,1CLR7,Liberty Colors LLC,11/20/2019 17:22:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/03/2020,,,,10/24/2019 08:22 | (new) -> Draft | Donald Delgadillo;10/28/2019 09:22 | Draft -> Submitted | Donald Delgadillo;11/02/2019 12:22 | Submitted -> Under Review | Dwayne Petrakis;11/16/2019 16:22 | Under Review -> Approved | Dwayne Petrakis;11/20/2019 17:22 | Approved -> Released to Vendor | Lorraine Whitcombe;12/08/2019 20:22 | Released to Vendor -> In Production | Vendor Portal;01/31/2020 02:22 | In Production -> Shipped | Vendor Portal;02/12/2020 05:22 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,02/12/2020 05:22:39,WSNAV892972415|WSNAV8|WU7LRA,Donald Delgadillo,SFC,Unit Commander,(540) 555-1668,donald.delgadillo.mil@example.mil
0C6CD784F5544E10679CE18BF8D8A2C8,19AA,,04/01/2011 08:23:35,06/07/2011 07:23:35,CN=Vendor Portal/O=Heraldry-Vendors,,W60RK610916807,Shipped,W60RK6,WY08M0,25th Combat Aviation Brigade,15,B,2A,9GU,WSPEAM,Distinguishing Flag,05/31/2011,WSPEAM,4th Infantry Division Sustainment Brigade,"Bldg 6465, HQ",Fort Carson,Fort Carson,CO,23695,Initial issue,Request distinguishing flag items for 25th Combat Aviation Brigade. Streamers authorized per CMH lineage and honors certificate dated 03/23/2009.,1,604.46,04/01/2011,CN=Stephanie Castellanos/OU=Units/O=Army,04/01/2011 14:23:35,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/09/2011 14:23:35,1K7Q3,,04/16/2011 20:23:35,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,07/15/2011,,,,04/01/2011 08:23 | (new) -> Draft | Stephanie Castellanos;04/01/2011 14:23 | Draft -> Submitted | Stephanie Castellanos;04/02/2011 14:23 | Submitted -> Under Review | Lorraine Whitcombe;04/09/2011 14:23 | Under Review -> Approved | Lorraine Whitcombe;04/16/2011 20:23 | Approved -> Released to Vendor | Theodore Blankenship;04/28/2011 01:23 | Released to Vendor -> In Production | Vendor Portal;06/07/2011 07:23 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1K7Q3,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Heraldry-Vendors,06/07/2011 07:23:35,W60RK610916807|W60RK6|WY08M0,Stephanie Castellanos,SGT,S4,(717) 555-1411,stephanie.castellanos.mil@example.mil
06F00083F08E32EE9844E72CC59ADB83,19B2,,03/12/2004 11:28:46,05/28/2004 01:28:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WC16QN40724232,Complete,WC16QN,W0WFNA,Military District of Washington,03,B,6B,3AH,,Guidon,05/11/2004,WC16QN,Military District of Washington,"Bldg 9883, HQ",Fort McNair,Fort McNair,DC,78877,Replacement - unserviceable,Request guidon items for Military District of Washington. Streamers authorized per CMH lineage and honors certificate dated 10/13/2003.,3,798.15,03/12/2004,CN=Tyler Jarvinen-Roe/OU=Units/O=Army,03/12/2004 12:28:46,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,03/31/2004 16:28:46,3SRF2,Sew-Rite Flag Company,04/04/2004 17:28:46,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/04/2004,,,,03/12/2004 11:28 | (new) -> Draft | Tyler Jarvinen-Roe;03/12/2004 12:28 | Draft -> Submitted | Tyler Jarvinen-Roe;03/21/2004 13:28 | Submitted -> Under Review | Theodore Blankenship;03/31/2004 16:28 | Under Review -> Approved | Theodore Blankenship;04/04/2004 17:28 | Approved -> Released to Vendor | Dwayne Petrakis;04/11/2004 21:28 | Released to Vendor -> In Production | Vendor Portal;05/15/2004 23:28 | In Production -> Shipped | Vendor Portal;05/28/2004 01:28 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Expedite,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,05/28/2004 01:28:46,WC16QN40724232|WC16QN|W0WFNA,Tyler Jarvinen-Roe,SSG,Unit Commander,(215) 555-1761,tyler.jarvinen.mil@example.mil
0C0D1832628055731D222FDA5005C0FC,19C2,,07/20/2026 12:58:54,07/21/2026 14:58:54,CN=Earl Abernook/OU=Units/O=Army,,WEKX1S62014745,Submitted,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",13,A,6B,,,Mixed,01/16/2027,WEKX1S,"3rd Brigade Combat Team, 82nd Airborne Division","Bldg 7441, HQ",Fort Bragg,Fort Bragg,NC,92086,Change of command ceremony,"Request mixed items for 3rd Brigade Combat Team, 82nd Airborne Division. Streamers authorized per CMH lineage and honors certificate dated 01/11/2016.",3,1873.09,07/20/2026,CN=Earl Abernook/OU=Units/O=Army,07/21/2026 14:58:54,,,,,,,,,,,07/20/2026 12:58 | (new) -> Draft | Earl Abernook;07/21/2026 14:58 | Draft -> Submitted | Earl Abernook,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;CN=Earl Abernook/OU=Units/O=Army,CN=Earl Abernook/OU=Units/O=Army;[TACOM],Routine,CN=Earl Abernook/OU=Units/O=Army,07/21/2026 14:58:54,WEKX1S62014745|WEKX1S|W9LMPA,Earl Abernook,2LT,S4,(703) 555-1613,earl.abernook.mil@example.mil
465E498675CB0EBFFAF26183F8EEB6E5,19D2,,07/20/2023 11:36:12,07/29/2023 18:36:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WA1PJJ32012528,Under Review,WA1PJJ,W17FJA,75th Field Artillery Brigade,15,J,XP,3AH,,Automobile Flag,01/16/2024,WA1PJJ,75th Field Artillery Brigade,"Bldg 8323, Property Book Office",Fort Sill,Fort Sill,OK,27807,Retirement ceremony,Request automobile flag items for 75th Field Artillery Brigade. Ceremony scheduled; items required on hand 30 days prior.,1,110.12,07/20/2023,CN=Terrence Maldonado-Vega/OU=Units/O=Army,07/23/2023 16:36:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,,,,,,,,,07/20/2023 11:36 | (new) -> Draft | Terrence Maldonado-Vega;07/23/2023 16:36 | Draft -> Submitted | Terrence Maldonado-Vega;07/29/2023 18:36 | Submitted -> Under Review | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WA1PJJ;CN=Terrence Maldonado-Vega/OU=Units/O=Army,CN=Terrence Maldonado-Vega/OU=Units/O=Army;[TACOM],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/29/2023 18:36:12,WA1PJJ32012528|WA1PJJ|W17FJA,Terrence Maldonado-Vega,2LT,Property Book Officer,(267) 555-1617,terrence.maldonado.mil@example.mil
C555B107ACBE216F98FB99BBD921D103,19DA,,09/05/2007 07:01:53,11/11/2007 23:01:53,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,DD1348-6_WJMJXA72485803.pdf;Justification_WJMJXA72485803.docx,WJMJXA72485803,COMPLETE,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,05,B,2C,,W8MFM0,Guidon,01/03/2008,W8MFM0,82nd Combat Aviation Brigade,"Bldg 1603, Property Book Office",Fort Bragg,Fort Bragg,NC,56168,Retirement ceremony,Request guidon items for 35th Air Defense Artillery Brigade. Unit reflagged per HQDA order.,4,1381.83,20070905,CN=Steven Fennimark/OU=Units/O=Army,09/05/2007 11:01:53,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/16/2007 13:01:53,0PLE4,"Old Line Embroidery, Inc.",09/17/2007 19:01:53,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/16/2007,,,,09/05/2007 07:01 | (new) -> Draft | Steven Fennimark;09/05/2007 11:01 | Draft -> Submitted | Steven Fennimark;09/08/2007 12:01 | Submitted -> Under Review | Lorraine Whitcombe;09/16/2007 13:01 | Under Review -> Approved | Lorraine Whitcombe;09/17/2007 19:01 | Approved -> Released to Vendor | Ret Hamlin;09/29/2007 21:01 | Released to Vendor -> In Production | Vendor Portal;10/22/2007 23:01 | In Production -> Shipped | Vendor Portal;11/11/2007 23:01 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Expedite,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/11/2007 23:01:53,WJMJXA72485803|WJMJXA|W4RSJA,Steven Fennimark,MSG,Executive Officer,(856) 555-1642,steven.fennimark.mil@example.mil
7A3AFE723F6C2D7B6F49B3B0F853116C,19EE,,08/29/2025 12:57:15,08/29/2025 12:57:15,CN=Norman Yellowley/OU=Units/O=Army,,WS98D342234947,Submitted,WR3QJ7,WMP99A,"2nd Infantry Brigade Combat Team, 11th Airborne Division",05,A,2A,HER,,Mixed,12/27/2025,WR3QJ7,"2nd Infantry Brigade Combat Team, 11th Airborne Division","Bldg 2886, Supply",Joint Base Elmendorf-Richardson,Joint Base Elmendorf-Richardson,AK,38283,Reflagging,"Request mixed items for 2nd Infantry Brigade Combat Team, 11th Airborne Division. Unit reflagged per HQDA order.",3,415.57,08/29/2025,CN=Norman Yellowley/OU=Units/O=Army,08/29/2025 12:57:15,,,,,,,,,,,08/29/2025 12:57 | (new) -> Draft | Norman Yellowley;08/29/2025 12:57 | Draft -> Submitted | Norman Yellowley,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WR3QJ7;CN=Norman Yellowley/OU=Units/O=Army,CN=Norman Yellowley/OU=Units/O=Army;[TACOM],Expedite,CN=Norman Yellowley/OU=Units/O=Army,08/29/2025 12:57:15,WS98D342234947|WR3QJ7|WMP99A,Norman Yellowley,CW2,Executive Officer,(717) 555-1283,norman.yellowley.mil@example.mil
6484DC7BFA1936EDD7F4CF74CF811CBB,19FE,,11/06/2025 15:45:54,12/03/2025 03:45:54,CN=Vendor Portal/O=Midwest Heraldic Arts,,WGMVLT53101184,In Production,WGMVLT,WSECT0,"2nd Stryker Brigade Combat Team, 4th Infantry Division",09,J,6B,3AH,WSNAV8,Streamer,02/04/2026,WSNAV8,377th Theater Sustainment Command (Army Reserve),"Bldg 4236, Supply",Belle Chasse,Belle Chasse,LA,75785,Replacement - unserviceable,"Request streamer items for 2nd Stryker Brigade Combat Team, 4th Infantry Division. Streamers authorized per CMH lineage and honors certificate dated 12/20/2020.",2,603.60,11/06/2025,CN=Andre Hinojosa-Mata/OU=Units/O=Army,11/10/2025 17:45:54,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/17/2025 23:45:54,2MDW7,Midwest Heraldic Arts,11/18/2025 02:45:54,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,01/02/2026,,,,11/06/2025 15:45 | (new) -> Draft | Andre Hinojosa-Mata;11/10/2025 17:45 | Draft -> Submitted | Andre Hinojosa-Mata;11/12/2025 23:45 | Submitted -> Under Review | Ret Hamlin;11/17/2025 23:45 | Under Review -> Approved | Ret Hamlin;11/18/2025 02:45 | Approved -> Released to Vendor | Theodore Blankenship;12/03/2025 03:45 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Midwest Heraldic Arts,12/03/2025 03:45:54,WGMVLT53101184|WGMVLT|WSECT0,Andre Hinojosa-Mata,1LT,Property Book Officer,(267) 555-1353,andre.hinojosa.mil@example.mil
82CD278DA622A2A0B488CB6471BDFDF5,1A0A,,07/21/2025 07:09:58,08/22/2025 00:09:58,CN=Vendor Portal/O=Midwest Heraldic Arts,,W3JPW652022716,In Production,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",13,A,AB,3AH,,Streamer,01/17/2026,W3JPW6,"2nd Armored Brigade Combat Team, 1st Cavalry Division","Bldg 5611, HQ",Fort Hood,Fort Hood,TX,75238,Replacement - unserviceable,"Request streamer items for 2nd Armored Brigade Combat Team, 1st Cavalry Division. Ceremony scheduled; items required on hand 30 days prior.",3,275.75,07/21/2025,CN=Elizabeth Yamaguchi-Orr/OU=Units/O=Army,07/25/2025 11:09:58,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/06/2025 18:09:58,2MDW7,Midwest Heraldic Arts,08/10/2025 19:09:58,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,09/09/2025,,,,07/21/2025 07:09 | (new) -> Draft | Elizabeth Yamaguchi-Orr;07/25/2025 11:09 | Draft -> Submitted | Elizabeth Yamaguchi-Orr;08/01/2025 15:09 | Submitted -> Under Review | Dwayne Petrakis;08/06/2025 18:09 | Under Review -> Approved | Dwayne Petrakis;08/10/2025 19:09 | Approved -> Released to Vendor | Dwayne Petrakis;08/22/2025 00:09 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Midwest Heraldic Arts,08/22/2025 00:09:58,W3JPW652022716|W3JPW6|WQDL80,Elizabeth Yamaguchi-Orr,CW2,Property Book Officer,(302) 555-1783,elizabeth.yamaguchi.mil@example.mil
