UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterID,LastName,Suffix,FirstName,MI,Relationship,VeteranName,Street,City,State,ZIP,Phone,Email,PreferredContact,Source,CreatedDate,AddressVerified,AddressVerifiedDate,LookupKey,DisplayName,DocReaders,MergedInto
B02D9C5FE0E0D6834C021888303D363E,9A6,,11/04/2014 11:43:14,11/04/2014 11:43:14,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000044,Benavidez-Cruz,Sr.,Harold,C,Self,Harold C Benavidez-Cruz,4461 Marshall St,Salt Lake City,UT,84191,(540) 555-1888,,E-mail,HRC,11/04/2014,Yes,11/04/2014,BENAVIDEZ-CRUZ|HAROLD|84191,"Benavidez-Cruz, Harold C",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
5AF81070FD56A86AC6A15D2B250A959E,9AA,,11/28/2020 09:02:53,11/28/2020 09:02:53,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000045,Urquhart,Jr.,Daniel,F,Self,Daniel F Urquhart,3337 Willow Ct,Denver,CO,80200,(610) 555-1476,,Mail,HRC,11/28/2020,No,,URQUHART|DANIEL|80200,"Urquhart, Daniel F",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
E48068EF6B8084F187E368C9957F6F89,9AE,,05/28/2018 17:24:22,05/28/2018 17:24:22,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000046,Fortenbury,,Nancy,F,Self,Nancy F Fortenbury,6852 Pershing Rd,Buffalo,NY,14294-4432,(717) 555-1755,nancy.fortenbury@example.com,Mail,NPRC,05/28/2018,Yes,,FORTENBURY|NANCY|14294,"Fortenbury, Nancy F",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
792A765B2FF738FE8DA10C029C70BFF3,9B2,,12/15/2018 15:33:16,12/15/2018 15:33:16,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000047,Vosburgh,Jr.,Evelyn,M,Self,Evelyn M Vosburgh,4705 Dogwood Ln,Portland,ME,04132,(484) 555-1109,evelyn.vosburgh@example.com,E-mail,NPRC,12/15/2018,Yes,12/15/2018,VOSBURGH|EVELYN|04132,"Vosburgh, Evelyn M",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
BE03F10DCD9BBF7018212B626C2B41F9,9B6,,04/17/2014 10:20:55,04/17/2014 10:20:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000048,Templeton-Ash,,Justin,J,Son,Brian Templeton,1127 Spruce St,Los Angeles,CA,90052,,justin.templeton@example.com,Mail,Congressional,04/17/2014,No,,TEMPLETON-ASH|JUSTIN|90052,"Templeton-Ash, Justin J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
844C4F1CE9C0CEF4DB337B846ED89364,9BA,,03/21/2008 16:19:53,03/21/2008 16:19:53,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000049,Isherwood,,Sarah,B,Self,Sarah B Isherwood,3924 Lincoln Pl,Sacramento,CA,95814,(717) 555-1223,,Phone,Congressional,03/21/2008,Yes,03/21/2008,ISHERWOOD|SARAH|95814,"Isherwood, Sarah B",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C8DB7785796DCC487953B6EEF6694C5C,9BE,,12/09/2024 12:35:13,12/09/2024 12:35:13,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000050,Whitlock-Bay,,Heather,T,Sibling,Susan Whitlock,2900 Spruce St,Cheyenne,WY,82086-9920,,,Mail,Manual,12/09/2024,Yes,,WHITLOCK-BAY|HEATHER|82086,"Whitlock-Bay, Heather T",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
4E1DC9F172CE2A87F8459935E53F89DB,9C2,,05/29/2024 17:38:45,05/29/2024 17:38:45,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000051,Underhill-Voss,,Charles,N,Self,Charles N Underhill-Voss,6144 Birch Ter,Charlotte,NC,28226,(610) 555-1285,charles.underhill@example.com,Phone,HRC,05/29/2024,No,,UNDERHILL-VOSS|CHARLES|28226,"Underhill-Voss, Charles N",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C0187D785A004E9286F2C3ACCBBF2A5C,9C6,,06/10/2026 17:51:14,06/10/2026 17:51:14,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000052,Castellanos,III,Sarah,B,Self,Sarah B Castellanos,8388 Maple St Apt 7B,Syracuse,NY,13276,,,Phone,HRC,06/10/2026,Yes,,CASTELLANOS|SARAH|13276,"Castellanos, Sarah B",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
62B452C557AD55B977B1884FE07AAAC6,9CA,,10/23/2011 16:35:46,10/23/2011 16:35:46,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000053,Altamirano-Diaz,Sr.,Kevin,,Self,Kevin Altamirano-Diaz,1715 Cedar Dr,Fort Wayne,IN,46842,(610) 555-1603,,Phone,Congressional,10/23/2011,Yes,10/23/2011,ALTAMIRANO-DIAZ|KEVIN|46842,"Altamirano-Diaz, Kevin",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
1B7037FF6FC4B938E82D4AB0AFF32EA7,9CE,,08/05/2009 15:11:02,08/05/2009 15:11:02,CN=HRC-Transfer/OU=Agents/O=TACOM,,RQ000054,Zimmerly,Jr.,Jessica,G,Spouse,Donna Zimmerly,3566 Bradley Pl,Denver,CO,80206-0406,,,Phone,NPRC,08/05/2009,Yes,08/05/2009,ZIMMERLY|JESSICA|80206,"Zimmerly, Jessica G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
