UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,JobNumber,CaseNumber,VeteranName,JobStatus,Priority,Items,EngravingText,Font,Machine,ProofChecked,QueuedDate,StartedDate,CompletedDate,Engraver,ReworkCount,Notes,DocReaders,DaysInQueue
C696AE5482E4598DB5BB530491787A58,CC72,,02/28/2026 21:22:40,02/28/2026 21:22:40,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,ENG-2026-00672,VMA-2026-000284,"Wexcombe, Susan",Queued,Routine,Bronze Star Medal :: S. L. WEXCOMBE,S. L. WEXCOMBE,Script,,,02/28/2026 21:22:40,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,185
5FB57423DDF3086D2874B29A64323208,CC76,,06/04/2016 16:44:49,06/22/2016 18:44:49,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2016-00264,VMA-2016-000016,"Fortenbury, Donna",Complete,Routine,Silver Star :: D. L. FORTENBURY;Air Medal :: D. L. FORTENBURY,D. L. FORTENBURY,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,06/04/2016 16:44:49,06/07/2016 16:44:49,06/22/2016 18:44:49,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
D6A8010257CAF62D7D32DB9DC19465AC,CC7A,,11/22/2024 12:37:33,12/09/2024 17:37:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2024-01142,VMA-2024-000092,"Lattimore, John",Complete,Routine,Purple Heart :: J. K. LATTIMORE,J. K. LATTIMORE,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,11/22/2024 12:37:33,11/23/2024 12:37:33,12/09/2024 17:37:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
D800479B768E5D1D401586A9469E0181,CC7E,,04/07/2015 19:56:35,04/12/2015 00:56:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2015-00156,VMA-2015-000014,"Okonkwo-Bell, William",Complete,Routine,Purple Heart :: W. OKONKWO-BELL,W. OKONKWO-BELL,Block,Hand,Spelling verified against authorization record;Award matches line item,04/07/2015 19:56:35,04/09/2015 19:56:35,04/12/2015 00:56:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,5
0DB6F3F26C424B42860B62104CAE9D9E,CC82,,11/22/2025 10:15:29,12/09/2025 10:15:29,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2025-01214,VMA-2025-000136,"Tarquinio, Jeffrey",Complete,Routine,Silver Star :: J. K. TARQUINIO,J. K. TARQUINIO,Script,Laser-2,Spelling verified against authorization record;Award matches line item,11/22/2025 10:15:29,11/25/2025 10:15:29,12/09/2025 10:15:29,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
6E0F687F2EADB2D6E52A568FED8FC378,CC86,,05/20/2011 09:28:26,06/03/2011 11:28:26,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2011-00375,VMA-2011-000031,"Barrowclough, Brian",Complete,Congressional,Bronze Star Medal :: B. S. BARROWCLOUGH,B. S. BARROWCLOUGH,Block,Hand,Spelling verified against authorization record;Award matches line item,05/20/2011 09:28:26,05/22/2011 09:28:26,06/03/2011 11:28:26,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
034DC9A66C3C124141FDB7FEDA59503C,CC8A,,03/28/2009 12:06:39,04/05/2009 14:06:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2009-01206,VMA-2009-000092,"Lockridge, Elizabeth",Complete,Routine,Army Commendation Medal :: E. LOCKRIDGE,E. LOCKRIDGE,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,03/28/2009 12:06:39,03/29/2009 12:06:39,04/05/2009 14:06:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
0BB2544A6E58E8A8F2FB018EB73F174F,CC8E,,06/18/2006 07:55:46,06/26/2006 09:55:46,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2006-01149,VMA-2006-000092,"Ostrowski, Steven",Complete,Routine,Distinguished Flying Cross :: S. OSTROWSKI,S. OSTROWSKI,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,06/18/2006 07:55:46,06/19/2006 07:55:46,06/26/2006 09:55:46,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
A9A43512D08B7B2DAB4BAFFC68DDBC4D,CC92,,05/10/2026 14:58:11,05/14/2026 17:58:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-00124,VMA-2026-000049,"Yarrowdale, Marcus",Complete,Routine,Silver Star :: M. A. YARROWDALE,M. A. YARROWDALE,Block,Hand,Spelling verified against authorization record;Award matches line item,05/10/2026 14:58:11,05/13/2026 14:58:11,05/14/2026 17:58:11,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
E04990549F38A17173E2620CA181113B,CC96,,02/24/2018 11:54:58,03/05/2018 13:54:58,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2018-00055,VMA-2018-000007,"Fortenbury, Michael",Complete,Congressional,Silver Star :: M. M. FORTENBURY,M. M. FORTENBURY,Script,Laser-2,Spelling verified against authorization record;Award matches line item,02/24/2018 11:54:58,02/24/2018 11:54:58,03/05/2018 13:54:58,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
4A1786C3A2DD45A5FDC58BCBA6BA8DB0,CC9A,,02/20/2005 10:44:19,03/03/2005 14:44:19,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2005-00261,VMA-2005-000029,"Abernook, Howard",Complete,Routine,Air Medal :: H. E. ABERNOOK,H. E. ABERNOOK,Block,Hand,Spelling verified against authorization record;Award matches line item,02/20/2005 10:44:19,02/24/2005 10:44:19,03/03/2005 14:44:19,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
136759B8DEBF118F54CA3CE10C669CA1,CC9E,,05/21/2005 07:51:38,06/03/2005 07:51:38,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2005-00792,VMA-2005-000069,"Galbreath, Frances",Complete,Routine,Purple Heart :: F. C. GALBREATH,F. C. GALBREATH,Block,Laser-2,Spelling verified against authorization record;Award matches line item,05/21/2005 07:51:38,05/22/2005 07:51:38,06/03/2005 07:51:38,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
F0EED216C87DA066416C514405FED62C,CCA2,,09/04/2015 18:26:36,09/18/2015 23:26:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2015-00328,VMA-2015-000029,"Whitlock, Daniel",Complete,Routine,Silver Star :: D. WHITLOCK;Distinguished Flying Cross :: D. WHITLOCK,D. WHITLOCK,Block,Laser-1,Spelling verified against authorization record;Award matches line item,09/04/2015 18:26:36,09/05/2015 18:26:36,09/18/2015 23:26:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
9EA3D87D2B558A6082ED455394F57F1F,CCA6,,08/12/2026 20:44:04,08/21/2026 22:44:04,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-00820,VMA-2026-000347,"Nakashima, Jamal",Complete,Routine,Purple Heart :: J. NAKASHIMA,J. NAKASHIMA,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,08/12/2026 20:44:04,08/13/2026 20:44:04,08/21/2026 22:44:04,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
EB7E5D888552B752A954323B32D1C241,CCAA,,08/20/2011 18:47:17,09/01/2011 21:47:17,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2011-00648,VMA-2011-000057,"Quennevile, Frances",Complete,Congressional,Purple Heart :: F. F. QUENNEVILE,F. F. QUENNEVILE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,08/20/2011 18:47:17,08/23/2011 18:47:17,09/01/2011 21:47:17,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
E1048EB0644061B8FD3315C143EBA9C5,CCAE,,10/10/2004 12:07:42,10/18/2004 12:07:42,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2004-00253,VMA-2004-000020,"Ingersby, Rafael",Complete,Routine,Distinguished Flying Cross :: R. N. INGERSBY,R. N. INGERSBY,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,10/10/2004 12:07:42,10/14/2004 12:07:42,10/18/2004 12:07:42,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
ABD806CC1072EE8A547E90658CB46378,CCB2,,06/27/2021 20:48:36,07/11/2021 01:48:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2021-00843,VMA-2021-000075,"Beddingfield, Charles",Complete,Routine,Army Commendation Medal :: C. F. BEDDINGFIELD,C. F. BEDDINGFIELD,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,06/27/2021 20:48:36,06/28/2021 20:48:36,07/11/2021 01:48:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
932B6B5F3B98F7C44DD13230DE47890C,CCB6,,02/21/2011 11:56:45,03/04/2011 11:56:45,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2011-01357,VMA-2011-000112,"Haverstock, Nancy",Complete,Routine,Bronze Star Medal :: N. C. HAVERSTOCK,N. C. HAVERSTOCK,Script,Laser-2,Spelling verified against authorization record;Award matches line item,02/21/2011 11:56:45,02/23/2011 11:56:45,03/04/2011 11:56:45,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
1C81D398FE768CFAC167B2DABE1BAC34,CCBA,,05/19/2023 09:49:21,06/04/2023 12:49:21,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2023-01019,VMA-2023-000062,"Wexcombe, Frances",Complete,Routine,Bronze Star Medal :: F. W. WEXCOMBE,F. W. WEXCOMBE,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,05/19/2023 09:49:21,05/23/2023 09:49:21,06/04/2023 12:49:21,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16
7ED6C1865CC5C081BB16BB2CB2881771,CCBE,,03/25/2017 15:49:07,04/11/2017 18:49:07,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2017-01215,VMA-2017-000092,"Escobedo, Luis",Complete,Routine,Silver Star :: L. ESCOBEDO,L. ESCOBEDO,Block,Hand,Spelling verified against authorization record;Award matches line item,03/25/2017 15:49:07,03/27/2017 15:49:07,04/11/2017 18:49:07,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
0F62A2921433E7D68B97326CC0783C80,CCC2,,02/10/2007 19:05:45,02/27/2007 00:05:45,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2007-01290,VMA-2007-000083,"Zimmerly, Ruth",Complete,Routine,Army Commendation Medal :: R. E. ZIMMERLY,R. E. ZIMMERLY,Block,Laser-2,Spelling verified against authorization record;Award matches line item,02/10/2007 19:05:45,02/14/2007 19:05:45,02/27/2007 00:05:45,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
A16209DB4DF4ECF161D0AB2E67DC7F37,CCC6,,09/17/2004 09:07:40,09/21/2004 11:07:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2004-01320,VMA-2004-000077,"Yeardley, Jose",Complete,Routine,Bronze Star Medal :: J. YEARDLEY,J. YEARDLEY,Block,Laser-1,Spelling verified against authorization record;Award matches line item,09/17/2004 09:07:40,09/18/2004 09:07:40,09/21/2004 11:07:40,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
5AE038672F0B1231E2E103F09CB9B39A,CCCA,,05/21/2026 09:35:16,05/25/2026 09:35:16,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-00127,VMA-2026-000051,"Delgadillo, Brian",Rework,Routine,Bronze Star Medal :: B. DELGADILLO;Distinguished Flying Cross :: B. DELGADILLO,B. DELGADILLO,Script,Hand,,05/21/2026 09:35:16,05/25/2026 09:35:16,,CN=Hector Amundsen/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,103
31A6C006CE6C7C11C256EFDD52B3F9F1,CCCE,,01/06/2019 15:25:25,01/14/2019 15:25:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2019-00766,VMA-2018-000060,"Hollinbeck, Christopher",Complete,Routine,Silver Star :: C. HOLLINBECK,C. HOLLINBECK,Block,Laser-1,Spelling verified against authorization record;Award matches line item,01/06/2019 15:25:25,01/10/2019 15:25:25,01/14/2019 15:25:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
87EDB57DE32E375E46165DCFE7184BD5,CCD2,,05/21/2026 09:32:49,05/21/2026 09:32:49,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-01269,VMA-2026-000549,"Okonkwo, Donna",In Progress,Routine,Army Commendation Medal :: D. D. OKONKWO;Silver Star :: D. D. OKONKWO,D. D. OKONKWO,Script,Rotary-A,Spelling verified against authorization record,05/21/2026 09:32:49,05/21/2026 09:32:49,,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,103
316B8D4F6BCF093C01953EB42C623FB9,CCD6,,01/09/2021 14:23:21,01/27/2021 19:23:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2021-00536,VMA-2021-000047,"Nethercott, Virginia",Complete,Routine,Purple Heart :: V. M. NETHERCOTT,V. M. NETHERCOTT,Block,Hand,Spelling verified against authorization record;Award matches line item,01/09/2021 14:23:21,01/09/2021 14:23:21,01/27/2021 19:23:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
3F42A0A6993A878C7F91867CA7E7C031,CCDA,,07/23/2021 15:14:25,08/08/2021 20:14:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2021-00884,VMA-2021-000077,"Bramwold, Linda",Complete,Routine,Distinguished Flying Cross :: L. D. BRAMWOLD,L. D. BRAMWOLD,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,07/23/2021 15:14:25,07/27/2021 15:14:25,08/08/2021 20:14:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16
F7BB0D8DC2ED3749124517A2E72AE4C5,CCDE,,10/11/2013 16:47:31,10/16/2013 17:47:31,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2013-00783,VMA-2013-000052,"Vandermolen, Jeffrey",Complete,Routine,Purple Heart :: J. S. VANDERMOLEN,J. S. VANDERMOLEN,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,10/11/2013 16:47:31,10/13/2013 16:47:31,10/16/2013 17:47:31,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,5
97D872237871E934D81BB63D07D3D329,CCE2,,03/20/2026 22:31:21,04/05/2026 01:31:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-01155,VMA-2026-000502,"Mackelvane, Joshua",Complete,Expedite,Air Medal :: J. B. MACKELVANE,J. B. MACKELVANE,Block,Hand,Spelling verified against authorization record;Award matches line item,03/20/2026 22:31:21,03/23/2026 22:31:21,04/05/2026 01:31:21,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16
CED1019FC06F7850F19BD21371D855C3,CCE6,,05/28/2015 13:27:13,06/08/2015 18:27:13,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2015-00194,VMA-2015-000017,"Underhill, Ruth",Complete,Routine,Air Medal :: R. S. UNDERHILL,R. S. UNDERHILL,Block,Hand,Spelling verified against authorization record;Award matches line item,05/28/2015 13:27:13,06/01/2015 13:27:13,06/08/2015 18:27:13,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
FF7D34546AF7E0C020C27575F5968C76,CCEA,,07/09/2026 16:36:45,07/21/2026 17:36:45,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-00599,VMA-2026-000260,"Galbreath, Darnell",Complete,Routine,Air Medal :: D. P. GALBREATH,D. P. GALBREATH,Roman,Hand,Spelling verified against authorization record;Award matches line item,07/09/2026 16:36:45,07/11/2026 16:36:45,07/21/2026 17:36:45,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
4F941109FBFC6D632D786E3D3D623EDC,CCEE,,12/17/2005 10:14:03,12/20/2005 14:14:03,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2005-00094,VMA-2005-000010,"Wickersham, Amanda",Complete,Routine,Purple Heart :: A. G. WICKERSHAM,A. G. WICKERSHAM,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,12/17/2005 10:14:03,12/21/2005 10:14:03,12/20/2005 14:14:03,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,3
2E3F36B76993B0EB4CFACDBD975D68C3,CCF2,,06/01/2019 15:46:16,06/13/2019 20:46:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2019-00169,VMA-2019-000015,"Lockridge, Arthur",Complete,Congressional,Silver Star :: A. P. LOCKRIDGE,A. P. LOCKRIDGE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,06/01/2019 15:46:16,06/03/2019 15:46:16,06/13/2019 20:46:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
8C56BE8D0423CD65E33652F777F9DBB6,CCF6,,06/22/2017 16:51:46,07/05/2017 19:51:46,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2017-00683,VMA-2017-000054,"Vosburgh, Frances",Complete,Routine,Air Medal :: F. N. VOSBURGH;Bronze Star Medal :: F. N. VOSBURGH,F. N. VOSBURGH,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,06/22/2017 16:51:46,06/25/2017 16:51:46,07/05/2017 19:51:46,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
